stage,blastomeres,immune,mesenchyme,mucous,muscle,neural,paraxial_mesoderm
  3-4,18.41,0,0,0,0,0,0
  5-6,22,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,7.67
 36-46,0,0,0,0,0,2.24,0
 72-82,0,0,0,0,1.65,0,0
 96-106,0,3.07,0,1.42,0,0,0
108-118,0,0,0.85,0,0,0,0
