stage,blastomeres,epidermis,eye,glial,heart,neural,periderm,vascular.smooth.muscle
  5-6,25.67,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,6.68,0,0
 10-12,0,0,0,0,0,6.68,0,0
 14-21,0,0,0,0,16.33,1.39,0,0
 24-34,0,0,0,0,73.33,0.86,0,0
 36-46,0,0,0,0,13.92,0,0,0
 48-58,0,0,0.91,0,24.27,3.05,0,0.37
 60-70,0,0,0,0,16.82,13.85,0,0
 72-82,0,0,5.06,0,7.01,4.86,0,0
 84-94,0,0,0,0,3.51,0,0,0
 96-106,0,0,0,3.09,13.18,2.19,0,0
108-118,0,1.27,0.49,0,12.44,0,0.6,0
120,0,1.36,0,19.84,0,0,0,0
