stage,blastomeres,eye,mesenchyme,neural,olfactory,spinal_cord
  5-6,14.32,0,0,0,0,0
  7-9,0,0,0,4.07,0,0
 14-21,0,0,0,1.63,0,0
 24-34,0,0,0,6.13,0,0
 36-46,0,0,0,12.58,0,0
 48-58,0,0,0,4.44,0,1.64
 60-70,0,0,0,9.83,1.1,0
 72-82,0,0,0.52,7.39,0,3.34
 84-94,0,0,0,7.27,0,0
 96-106,0,0,0,4.08,0,0
108-118,0,4.91,0,4.31,0,0
