stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,12.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.29,31.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34,0,0,0,0,0,0,0,0,0,0,0,10.33,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0.91,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,1.97,1.04,85.62,0,0.95,0,0,0,1.03,0,8.73,2.21,3.75,0,0,0,0,0
 24-34,0,0,0,0,4.9,0,0,1.25,1.87,0.64,0,0,0,0,0.79,3.83,0,0,6.21,0,0,4.35,0,0,11.01,38.42,26.01,9.06,16.87,0,0,10.5,0,0,7.46,1.65,10.05,0,0,5.77,0,0
 36-46,0,0,0,0,3.11,0,0,3.24,9.9,4.59,0,4.39,0,0,6.09,0,0,0,18.39,0,0,2.43,0,0,4.86,107.64,13.08,10.29,42.77,0,0,16.58,0,0,7.26,2.75,6.29,0,0,7.08,0,0
 48-58,0,0,0,0,7.58,0,0,21.17,7.43,0.41,3.16,13.08,0,0,0.93,0,0.49,0,10.51,4.28,0,40.22,0,2.38,0,86.28,31.51,1.76,13.94,0,0,9.88,0,0,2.12,0,3.1,0,0,4.68,0,0
 60-70,0,0,0,0,25.12,0,0,43.22,1.3,0,0,40.64,3.41,0,5.41,0,0,0,8.79,0,0,171.31,0,0.95,5.52,75.18,22.71,5.03,34.79,0,0,7.02,0,4.67,7.15,0,2.12,0,0,13.56,0,0
 72-82,0,0,0,0,9.13,0,0,203.4,12.44,6.92,1.76,61.75,2.35,0,1.33,0,0,0,11.71,0,0,281.86,0,10.52,8.49,93.07,15.73,12.01,26.04,0,5.68,6.78,0,0,4.92,0,12.38,5.68,1.94,36.19,1.27,8.57
 84-94,0,0,1.55,0,18.53,4.56,0,206.44,6.4,0,0,34.99,1.6,0,0.63,0.99,0.71,0,22.01,0,0,294.1,1.5,15.85,2.66,89.36,16.39,1.78,33.29,0,0,32.49,0,0,1.37,0,8.87,5.43,3.59,45.43,4.1,6.56
 96-106,0,0,1.94,0,21.64,7.93,0,354.7,14.34,1.25,1.08,81.7,1.76,0,10.86,2.74,1.58,0,34.86,0,0,249.73,0.7,7.83,3.3,132.17,9.31,12.02,30.36,10.66,5.14,33.56,0,1.71,6.96,0,16.79,2.03,2.53,68.81,2.73,6.38
108-118,0,0,0,0,25.98,5.49,6.05,402.85,6.99,4.55,2.07,96.98,1.37,2.74,4.96,0,1.89,0.51,27.09,2.34,0.47,187.72,0,8.69,5.11,127.93,19.02,3.18,38.66,0,2.37,20.4,0,0,6,0,1.44,2.42,13.49,38.6,12.02,1.1
120,0,0,0,1.28,24.7,2.04,7.32,660.97,32.5,7.5,0,102.64,0,0,12.59,4.54,2.19,0,20.7,0,0,247.43,0,42.57,3.89,150.11,26.23,4.66,49.05,0,0,15.97,0,0,0,0,0,0,2.15,56.72,3.04,0
