stage,eye,glial,iridophores,mesenchyme,muscle,neural,presomitic.mesoderm,spinal.cord,vasculature
 24-34,0,0,0,0,0,0.73,3.08,0.81,0
 36-46,0,0,0.86,0,3.18,8.86,0,0,0
 48-58,0,0,0,0,0,2.59,0,0,0
 60-70,0,0,0,7.95,0,11.33,0,0,0
 72-82,10.66,0,0,1.18,0,0.82,0,0,0
 84-94,0,2.14,0,1.83,0,0,0,0,0
108-118,0,0,0,1.07,0,1.91,0,0,0
120,0,0,0,0,0,0,0,0,7.32
