stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,41.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.45,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,408.91,0,0,0,0,0,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,12.41,0,0,0,0,0,54.66,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.32,36.13,0,19.08,0,0,76.29,0,0,0,0,0,42.04,0,0,0,0,0,0,0,0,0,0,0,1247.09,26.51,0,0,180.14,0,9.83,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,24.75,0,115.91,0,9.69,48.5,0,0,0,0,0,28.99,0,0,0,0,0,0,0,0,0,0,0,1210.35,11.83,0,0,141.76,0,7.39,0,0,163.24,0,0,0,0,0,0,0,0
 14-21,0,0,0,8.08,65.54,15.54,118.46,0,0,0,8.71,37.23,0,8.66,0,0.82,0,0,0,1.99,138.15,0,0,44.36,706.95,7.27,7.1,2.21,7.26,0,24.11,1.23,10.41,24.5,13.34,96.29,176.33,0,0,13.71,0,0
 24-34,0,0,0,21.83,25.78,5.33,467.87,0,0,3,53.49,0.73,0,8.3,0,1.49,1.45,0,0.65,0.83,171.13,1.03,0,78.24,1637.4,4.65,1.86,5.58,2.99,0,15.28,0,0,18.94,8.47,31.17,485.78,0,0,15.37,0,7.36
 36-46,0,0,0,0,32.16,0,1096.39,0.68,1.4,3.35,183.63,3.43,0,7.08,0,0,0,0,0,0,197.39,0,9.78,82.19,1428.59,1.8,0.62,5.08,0,7.92,10.63,0,0,4.02,2.51,1.09,738.71,0,1.25,16.55,0,7.11
 48-58,0,0,0,0,32.55,2.83,1288.55,2.05,0,5.46,244.86,0,0,4.73,3.85,0,3.31,0.46,0.7,0,343.95,0,8.61,62.23,967.31,0.53,0,6.89,0,0.46,21.27,0,0,2.69,0.83,0,530.6,0,0.51,21.73,0,15.29
 60-70,0,0,0,0,27.74,0.7,2293.04,2.87,12.12,4.5,306.08,15.38,0,5.48,0,3.07,8.24,0,1.45,0,390.41,0,28.03,63.42,648.18,2.9,1.75,5.24,0,1.13,13.92,0,0,2.59,0.76,0,347.5,0,4.59,5.15,4.97,38.13
 72-82,0,0,0,1.49,19.26,4.23,2258.57,10.96,0,11.48,268.67,27.38,0,4.46,5.07,1.64,5.02,0,1.36,0,474.92,3.53,5.08,60.13,705.24,10.99,4.58,4.89,0,1.4,7.85,0,0,3.75,2.89,0,378.95,0.62,13.34,17.77,13.87,31.62
 84-94,5.55,0,1.82,0,29.29,2.22,1289.93,0.73,0,6.93,254.39,27.94,0,0.8,0,1.99,18.37,1.79,1.89,0,345.02,1.81,17.99,46.99,472.42,0,0.97,3.69,0,7.74,10.09,0,0,2.51,0,0,325.24,2.17,0.64,10.7,17.78,28.1
 96-106,0,0,0,1.03,15.36,4.37,1312.07,3.24,3.26,1.06,194.94,24.83,0,1.39,3.63,4.85,23.57,0,11.8,1.5,285.91,5.4,16.69,21.37,466.35,0,0.64,5.46,0,3.87,44.89,0,0,5.62,1.37,0,341.18,0.61,4.45,20.87,10.14,21.98
108-118,0,0,0,0.74,17.39,3.28,1016.32,0,0,1.79,197.42,27.21,0,7.22,0.82,1.07,16.03,0,0,0,280,0,8.72,24.14,491.34,0,2.19,6.3,0,7.99,25.75,0,0,2.96,0.48,0,260.26,2.77,2.62,10.85,3.83,17.99
120,0,0,3.52,0,20.91,3.03,543.66,0,5.23,5.67,257.78,23.97,0,2.27,2.35,3.59,9.77,0,12.2,0,302.95,0,2.08,30.16,745.24,0,1.77,6.66,0,3.42,8.99,0,0,3.67,0,0,201.99,0,0,8.67,22.84,31.59
