stage,blastomeres,exocrine_pancreas,glial,lateral_line,mesenchyme,neural,otic,periderm,pronephros
  3-4,17.94,0,0,0,0,0,0,0,0
  5-6,17.99,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0.7,0.89,0.73,1.06,0
 36-46,0,0,0,0,0,1.03,0,0,0
 48-58,0,0,0,0,0.5,0.81,0,0,0
 60-70,0,0,0,0.6,0,3.98,6.75,0,0
 72-82,0,0,0,0,0.86,0,3.9,0,0.64
 84-94,0,0,0,3.04,0,2.21,8.23,0,0
 96-106,0,0,0.9,5.56,0.62,0,2.77,0,0
108-118,0,0,0,2.91,1.27,0,7.75,0,0
120,0,1.91,7.3,0,0,0,8.31,0,0
