stage,eye,glial,mesenchyme,muscle,neural,olfactory,spinal.cord
 14-21,0,0,0,0.91,0.91,0,0
 36-46,0,0,0,0,8.98,0,6.27
 48-58,1.77,0,0,0,10.61,0,0.54
 60-70,4.81,2.2,0.79,0,2.69,0,0
 72-82,1.81,4.05,0.64,0,6.78,0,0
 84-94,2.5,0,1.3,0,4.93,0,0
 96-106,3.84,0,0,0,9.43,0,0
108-118,0.8,0,0,0,0,0,0
120,10.18,2.56,0,0,24.57,14.1,0
