stage,endoderm,erythrocytes,eye,glial,ionocyte,mesenchyme,neural,periderm,spinal.cord
 14-21,0.96,0,0,0,0,0,3.27,0,1.69
 24-34,0,0,1.72,0,0,0,3.15,0,3.82
 36-46,0,0,0,1.17,0,0,1.13,0,0
 48-58,0,0,0.46,0,0,3.23,0,0,1.01
 60-70,0,0,3.17,0,0,1.77,0,0,0
 72-82,0,0,0,0.67,0,0,0.65,0,0
 84-94,0,0,0,0,0.76,0,0,0.71,0
120,0,10.14,0,5.13,0,0,0,0,0
