stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,139.66,4027.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.59,0,0,0,0,0,0,0,0,0,0
  5-6,324.21,2618.93,0,21.36,0,0,0,0,0,0,0,0,103.31,0,0,0,0,0,0,0,0,0,0,0,220.7,0,0,0,0,0,7.58,0,0,0,0,0,0,0,0,0,0
  7-9,473.02,63.3,0,469.8,0,6.96,101.96,0,0,0,0,0,462.57,0,0,0,0,0,0,0,0,0,0,0,1347.42,180.7,0,0,332.4,0,10.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,31.17,0,429.92,0,10.76,12.35,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,3453.8,237.12,0,0,117.65,0,9.29,0,19.39,0,0,0,0,0,0,0,0
 14-21,0,0,0,15.48,792.98,28.84,42.82,0,1.81,0,8.31,9.77,0.86,1.07,0,2.82,0,0.93,2.95,0,43.15,0,0,30.14,332.99,640.24,1.74,5.75,15.92,0,1.03,16.04,6.2,10.11,17.55,78.31,0,0,0,0,2.12
 24-34,0,0,0,53.42,1058.76,1.61,14.84,0,35.49,0,17.76,11.75,0,0,0,1.59,0,33.48,4.75,0,134.2,13.27,0,42.3,156.76,37.13,21.17,12.18,0,0,38.28,0,0.64,10.59,16.16,38.44,0,0,7.36,0,1.03
 36-46,0,0,0.73,0,462.98,0,24.24,0,54.93,4.6,31.51,2.5,0,0,0,4.99,1.11,37.13,16.98,0,211.4,6.34,0,27.71,136.05,2.28,42.31,9.72,0,0,116.31,0,0,8.03,0,64.06,0,0,1.4,0,0
 48-58,0,0,0,0,366.34,0,24.38,1.16,95.89,4.46,20.11,0,5.89,1.01,0,0,1.41,13.9,6.57,0,283.85,4.1,1.46,13.37,97.95,1.41,28.33,5.11,4.77,0.79,57.88,0,0.63,6.77,0,54.37,0,0,10.01,0,0
 60-70,0,0,0,0,215.73,0,28.25,0,37.27,6.55,8.01,4.96,5.87,1.17,9.45,0,9.62,20.61,13.91,4.77,500.05,1.53,4.89,21.29,68.04,0,32.96,5.98,0,1.95,27.3,0,0,0,0,11.69,1.53,1.29,6.8,0.81,1.08
 72-82,0,0,0,0.62,206.74,0.5,38.73,0,31.5,12.41,28.24,4.29,0,0,0,3.46,0.63,28.7,55.92,0,924.94,2.54,4.09,29.95,119.45,0.55,50.84,1.57,0,18.54,10.19,0,0,0.74,0,25.43,2.93,3.95,13.94,0.57,6
 84-94,0,0,0.66,0,383.21,5.73,55.63,0,43.53,4.45,13.66,1.01,2.08,0,0.56,4.87,1.29,25.31,227.12,0,908.19,0.76,4.57,24.44,61.28,3.49,52.93,7.27,0,9.2,13.38,0,0,0,0,10.17,12.86,2.14,17.43,1.35,1.57
 96-106,0,0,0,0,291.35,13.33,94.11,3.08,62.67,10.99,24.25,6.76,0,0,0.65,3.55,3.86,34.4,328.3,0,1136.74,0.56,6.18,51.06,222.19,1.18,152.38,8.63,0,27.68,8.55,0,6.7,0,0,10.2,22.6,1.88,31.37,0.76,1.22
108-118,0,0,0,0,243.27,0,69.85,0,39.96,16.75,26.61,2.91,0,1.02,0,2.89,1.68,26.87,595.03,0,1442.72,0,11.97,27.07,186.38,1.18,53.78,5.72,0,44.03,4.58,0,0.97,0,0,3.85,53.94,2.83,43.09,1.62,0
120,2.82,0,0,0,219.95,0,52.44,0,39.59,8.03,0,10.35,0,0,1.69,0,0,6.95,222.94,0,938.65,3.49,0,16.8,178.23,0,81.13,8.73,0,30.64,0,0,0,0,0,0,17.82,7.59,25.12,4.47,0
