stage,blastomeres,erythrocytes,gut,neural,visceral_smooth_muscle
  3-4,20.03,0,0,0,0
  7-9,0,0,0,5.33,0
 24-34,0,0,0,3.36,0
 36-46,0,0.67,0,8,0
 48-58,0,0,0,5.23,0
 60-70,0,0,0,5.63,0
 72-82,0,0,0,9.26,0.76
 84-94,0,0,0,2.1,0
 96-106,0,0,0.7,2.95,0
108-118,0,0,0,6.61,0
120,0,0,0,10.9,0
