stage,gut,neural,paraxial.mesoderm,periderm,spinal.cord
  7-9,0,0,4.48,0,0
 14-21,0,0,0,1.42,0
 36-46,0,0.92,0,0,0
 48-58,0,0.6,0,0,1.62
 84-94,0,3.3,0,0.56,0
 96-106,0,1.4,0,0.83,0
108-118,0,0,0,1.81,0
120,1.08,0,0,9.98,0
