stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,23.54,821.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.41,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.1,816.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.15,6.07,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.87,18.42,0,31.54,0,0,0,130.41,0,0,0,0,9.38,0,0,0,0,0,0,0,0,0,0,0,812.36,19.95,0,0,292.6,0,6.58,12.08,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.28,0,39.49,0,0,0,60.12,0,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,734.65,48.71,0,0,280.93,0,0,9.99,0,16.45,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.26,20.67,1.68,0,34.33,1.16,0,4.93,3.18,0,1.3,0,0.86,0,0,0,0,25.28,0,0,12.4,319.44,3.6,4.18,0.81,3.09,0,14.25,0.9,17.47,0,1.01,17.02,100.9,0,0,1.91,0,3.62
 24-34,0,0,0,1.23,11.38,0.94,0,70.98,3.14,0.78,7.27,1.92,0,4.45,0.61,1.46,1.14,1.57,0.76,3.28,54.62,0,1.52,14.73,828.62,21.35,13.08,6.38,0,0,30.14,0,0,0.94,0,3.75,176.42,0,0,8.34,0,6.06
 36-46,0,0,0,0,20.03,18.46,0,169.38,0.69,1.17,23.73,0,0,0,0,3.84,0.91,0,1.35,0,51.07,0,1.63,17.32,608.65,2.06,15.17,1.04,0,0,3.56,0,1.78,0.7,0,0,160.62,0,0,4.52,0,7.64
 48-58,0,0,0,0,15.27,1.12,0,230.99,1.58,1.27,31.31,0.38,0,1.78,0,0.43,8.7,0.39,0,0,65.78,0.4,3.42,8.84,337.15,1.67,7.79,4.52,0,0,7.46,0,0,0,0,0,83.01,0,0,5.23,0,6.7
 60-70,0.81,0,0,0,14.13,0.97,0,206.74,0,0.86,43.11,4.35,0,0,0,0,0,0,0,0,65.63,0,7.19,7.12,210.01,0,6.58,1.96,0,0,2.37,0,0,0,0,0,41.12,0,4.32,6.53,0.73,10.25
 72-82,0,0,0.5,0,7.68,0,1.04,107.21,2.26,8.53,58.08,1.3,0,1.98,0.58,0,0,0,0,0,106.22,0,0.55,5.82,132.32,0,4.57,9.07,0,1.4,1.2,0,0,0,0,0,15.67,1.17,0,12.58,0.71,0
 84-94,0,0,0,0,7.88,3.32,0,105.42,0,1.43,39.93,0.66,0,0,2.32,0.69,0,0,0,1.13,106.61,0.84,0.57,15.45,95.76,3.7,13.81,4.32,0,0,10.97,0,0,6.34,0.62,0,17.56,0.71,4.46,0.6,0,4.45
 96-106,0,0,1.37,0,6.62,2.51,1.65,61.16,0,5.18,60.74,3.62,0,4.33,1.36,1.64,0,0,2.93,0.57,116.14,0,3.39,1.74,109.83,1.44,9.97,4.73,0,0,13.13,0,0,0.69,0,0,8.88,0,0,5.93,1.28,3.81
108-118,0,0,0,1.47,15.88,5.51,1.88,58.37,5.56,13.69,81.45,7.51,0,1.62,4.85,0.72,3.54,0.99,3.68,11.52,123.16,0,0,7.17,180.34,0.57,14.8,4.28,0,1.05,12.35,0,0,1.12,0.55,0,5.45,0,0,10.48,1.02,1.07
120,0,0,0,0,31.9,2.11,1.91,43.23,0,11.69,140.14,0,0,0,1.51,0,0,4.1,0,1.54,190.61,0,1.41,15.36,224.95,2.01,11.7,0,0,0,2.83,0,0,3.82,10.96,0,10.74,0,0,11.47,0,3.6
