stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,81.73,1652.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.12,0,0,0,0,0,0,0,0,0,0,0
  5-6,46.9,663.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,0,13.13,0,9.25,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,0,0,0,9.08,0,11.72,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.55,0,0,0,0,0,0,0,0,0,0,0,13.82,0,0,0,0,0,0,0,0,0,0,0,123.12,0,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.38,0,13.6,4.86,0,5.47,0,1.16,0,0.98,0,0,0,3.42,0,0,0,0,0,9.35,0,0,0,51.87,0,1.03,0,0,0,0.8,1.8,4.77,0,1.5,3.15,9.05,0,0,4.93,0,1.01
 24-34,0,0,0,0,6.1,0,0,17.62,0,0,1.66,1.04,2.67,0,1.02,1.54,7.21,0.99,0,0,0,11.71,0,0,6.6,191.67,0,9.12,2.51,1,0,20.85,0,0,0,0,5.11,26.35,0,0,5.38,0,9.14
 36-46,0,0,0,0,1.34,0,0,49.88,1.14,1.17,1.2,7.66,1.33,0,0.93,0.56,0,0,0,1.95,0,5.38,0,0,2.97,229.17,3.06,7.19,0.76,0,0,23.46,0,0,1.34,0,0,38.68,0,0,11.37,0,1.91
 48-58,0,0,0,0,6.05,2.22,0,136.28,0.86,0,3.74,36.99,0.92,0,0.54,5.65,0,0,1.69,0,3.56,22.17,0.81,0,6.1,304.18,0,6.54,1.53,0,0,11.94,0,0,1.06,1.46,0,57.35,0,0,3.38,0,7.94
 60-70,0,0,0,0,5.76,1.32,0,250.7,0,3.04,2.97,39.25,0.85,0,0.6,4.92,1.61,0,1.57,0,0,49.64,0,0.88,9.46,298.88,0,5.14,1.63,0,1.77,17.52,0,0,0,0,0,43.96,0,0,6.16,0,8.09
 72-82,0,0,0,0,11.08,0.59,0,214.12,0,0.5,6.12,48.7,4.22,0,0,4.38,1.16,3.67,1.22,0,3.71,43.22,2.24,3.28,4.09,229.38,1.55,1.3,0.78,0,3.57,12.44,0,0,1.48,0,0,37.54,0,0.57,12.07,0,10.41
 84-94,0,0,0.66,0,7.34,1.4,1.52,147.01,0,4.24,8.24,28.8,7.28,0,0,7.23,3.18,3.82,1.25,3.52,0,70.59,8.47,3.44,5.33,189.66,0.62,2.19,9.64,0,9.11,29.06,0,0,3.54,0,0,16.81,1.51,2.25,10.69,1.98,9.66
 96-106,0,0,2.37,1.03,7.83,0.63,0,140.37,1.23,10.12,7.94,63.06,7.28,0,2.59,10.56,4.49,1.53,5.32,0,0.71,64.52,0,0.59,8.83,155.6,1.15,6.97,4.13,0,3.67,21.21,0,0,0.65,0,0,9.7,1.85,3.25,10.96,1.74,0
108-118,0,0,0,0,13.15,5.26,1.35,143.98,0,3.72,0.73,48.96,7.59,0,0,11.97,0.45,2.49,0.82,3.42,1.34,57.61,5.66,0,6.89,174.96,0,1.71,2.99,0,1,11.26,0,0,0,0,0,12.26,3.34,2.59,6.83,0,4.08
120,0,0,0,0,23.64,8.64,2.59,118.37,1.09,5.33,0,69.43,1.4,0,1.17,14.73,0,3.01,1.69,10.82,0,47.75,1.31,6.69,0,209.11,0,8.27,16.9,0,0,20.97,0,0,1.38,0,0,0,0,0,51.16,0,0
