stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,84.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,305.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.13,39.8,0,75.09,0,0,161.28,0,0,0,0,0,27.45,0,0,0,0,0,0,0,0,0,0,0,892.72,43.07,0,0,228.07,0,0,8.75,0,0,0,0,0,0,0,0,0,0
 10-12,0,53.77,0,59.02,0,6.65,115.49,0,0,0,0,0,3.53,0,0,0,0,0,7.47,0,0,0,0,3.87,1950.4,84.47,0,0,503.73,0,4.24,3.03,0,15.7,0,0,9.81,0,0,0,0,0
 14-21,0,0,0,1.04,81.33,4.07,13.32,0,1.82,0,2.55,2.23,0,5.81,0,1,0,0,0,4.12,35.87,0,0,46.52,321.66,45.62,2.07,3.39,7.16,0,60.4,0,28.22,0,4.12,84.12,143.21,0,0,0,0,0
 24-34,0,0,1.29,0.76,25.26,1.36,21.16,0,13.84,0,7.1,4.43,0,1.37,0,0,0,3.31,0,10.76,67.93,0,0,39.9,679.42,23.81,13.91,11.29,0,0,115.45,0,0,0,3.3,8.82,210.26,0,0,8.72,0,14.41
 36-46,0,0,0.98,0,7.96,0,95.78,0,7.85,2.48,42.06,0,0,2.04,0,0,0,0,0,19.39,102.63,1.35,0,41.36,1383.88,11.01,4.37,6.04,0,0,162.5,0,0,0,1.14,0,285.25,0,0,2.46,0,5.28
 48-58,0,0,0,0,19.45,0,330.92,1.05,15.15,1.7,85.23,0,0,2.01,6.69,0,6.15,1.32,1.02,31.79,175.32,0.56,0.55,34.93,1790.02,4.88,5.69,17.86,0,0,29.83,0,0,0,1.31,0,380.16,0,0.61,4.09,0,17.63
 60-70,0,0,0,0,29.54,0,513.3,4.49,9.21,0,56.71,0,0,0,1.08,0.92,17.4,0.88,0,7.63,144.38,3.05,1.82,19.73,1535.13,28.98,9.4,26.71,0,1.84,46.47,0,0,0,3.51,0,246.71,0,0,1.46,0,22.56
 72-82,0,0,2.43,0,10.98,0.9,559.67,0,4.8,2.78,160.74,0.63,0,0.74,0.5,1.57,9.21,2.94,0,8.77,235.83,0.56,1.81,12.04,1496.12,3.11,6.9,30.86,0,0,11.72,0,0,0,7.67,0,132.39,1.84,1.63,1.71,0.69,17.59
 84-94,0,0,1.15,0,10.8,12.18,579.26,0.56,9.2,2.71,84.54,3.81,0,0,0.74,7.82,8.56,0,0,25.87,214.64,0,2.2,26.13,922.35,6.16,2.59,39.08,0,0,46.43,0,0,0,0.73,0,108.26,0,1.67,0.59,1.56,14.7
 96-106,0,0,0,0,11.8,0,493.93,2.39,11.76,0,115.09,2.59,0,0,0.9,4.98,8.73,0,0,12.12,157.94,1.26,1.53,11,876.59,2.58,10.28,31.78,0,6.45,36.5,0,0,0,5.2,0,47.74,2.03,8.61,0,0.61,9.3
108-118,0,0,0.97,0,24.91,1.63,409.38,2.22,9.39,6.85,107.22,3.96,0,0,2.28,0,18.01,0,0.57,35.03,155.86,3.32,0.51,11.79,1046.4,8.51,3.17,37.31,0,0,18.7,0,0,0,0.96,0,36.17,1.61,5.84,2.23,5.31,21.59
120,0,0,0,0,12.98,0,519.09,0,7.8,4.33,161.2,1.68,0,2.63,0,15.24,10.88,0,0,12.09,123.01,5.62,6.7,7.14,1295.97,3.51,18.76,37.43,0,4.22,38.22,0,0,0,0,0,15.01,0,1.54,0,0,11.16
