stage,eye,neural,notochord,olfactory,pronephros,spinal_cord,taste
 10-12,4.78,0,0,0,0,0,0
 14-21,0,0,0,0,0,0.94,0
 24-34,0,0,0,1.25,0,0,0
 48-58,0,0,0,72.76,0,0,0
 60-70,0,0,0,2.16,0,0,0
 72-82,2.91,0.55,0,34.04,0,0.68,0
 84-94,0,0,0,75.46,0,0,0
 96-106,0,0.85,0,105.78,0,0,2.03
108-118,0,2.57,0,11.27,0,0,0
120,0,0,6.74,10.05,4.78,0,0
