stage,axial,blastomeres,endoderm,glial,neural,paraxial.mesoderm
  3-4,0,273.22,0,0,0,0
  5-6,13.83,48.57,0,0,0,8.05
  7-9,0,0,0,0,16.2,0
 10-12,0,0,0,0,4.67,0
 14-21,0,0,0,0,1.28,0
 24-34,0,0,0,0,1.06,0
 36-46,0,0,0,0,1.17,0
 60-70,0,0,0,0.63,0,0
108-118,0,0,0.74,0,0,0
