stage,epidermis,erythrocytes,eye,fin.epithelia,glial,gut,lateral.line,mesenchyme,mural.cell,muscle,neural,olfactory,otic,paraxial.mesoderm,periderm,presomitic.mesoderm,somites,spinal.cord,vasculature,xanthophores
 14-21,2.61,1.17,0,0,2.62,0,0,4.75,0,3.58,29.84,0,0,0.83,0,7.13,6.71,8.28,0,0
 24-34,0,0,4.15,0,4.19,0,1.21,5.34,0,3.02,39.91,0.95,0,0,0.74,0,1.13,7.7,0,1.93
 36-46,0.65,0,5.24,0.57,4.96,0,0,6.54,0,1.33,76.94,0,2.46,0,0.59,0,0,11.46,4.12,0
 48-58,0,0,12.26,0,1.12,0,0,1.2,0,0.49,27.32,1.12,0,0,0,0,0,8.25,0,0
 60-70,0,0.93,0,0,2.42,0,0,0.76,0.71,0,3.83,0,0,0,1.95,0,0,1.22,0,0
 72-82,0,1.66,17.66,0,4.81,0,0,8.58,0.56,0,24.72,1.85,0,0,0.51,0,0,2.42,0,0
 84-94,0,0,7.4,0,0.74,0,0.66,0,0,1.11,23.8,0,0,0,0.81,0,0,0,0,0
 96-106,1.41,2.44,4.9,0,0,0,0,5.34,0,1.48,24.88,0,0,0,1.93,0,0,0,0,0
108-118,1.43,0,0,0.42,0,0.5,0,0,0,0,3.1,0,0,0,1.25,0,0,0,0,0
