stage,eye,mesenchyme,neural,spinal_cord
 14-21,0.88,0,0,0.99
 36-46,0,0,8.94,0
 48-58,0,0,5.98,0
 60-70,3.77,0,4.82,1.29
 72-82,0,0.8,3.63,0
 84-94,0,0,1.07,0
108-118,0,0,2.29,0
