stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,77.81,1792.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.95,0,0,0,0,0,0,0,0,0,0,0
  5-6,176.84,2473.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.86,13.91,0,0,21.69,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,65.06,47.66,0,135.53,0,0,0,274.79,0,0,0,0,105.63,0,0,0,0,0,0,0,0,0,0,0,2206.86,78.79,0,0,811.88,0,8.9,24.41,0,0,0,0,0,0,0,0,0,0
 10-12,0,68.64,0,142.21,0,15.95,0,129.62,0,0,0,0,57.86,0,0,0,0,0,0,0,0,0,0,0,2047.89,60.81,0,0,732.34,0,0,0,0,61.3,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.07,36.41,10.12,0,10.73,1.17,0,18.05,3.78,1.86,0.96,0,3.48,0,0,0,0,26.38,0,0,17.81,278.5,3.97,0,5.39,6.2,0,18.74,0,23.63,0,1.04,18.92,67.04,0,0,0,0,0
 24-34,0,0,0,0,9.79,1.51,0,70.23,1.24,1.21,17.76,3.34,1.11,1.17,0,1.26,0.7,5.3,0,1.9,57.79,0.63,0,18.74,681.86,6.21,10.4,5.83,0,0,11.97,0,0,0.76,0,6.34,169.27,0,0,19.59,0,1.37
 36-46,0,0,0,0,13.16,0,0,183.58,0,1.41,15.65,1.39,0,0,0,0,0,0,0,0,57.32,0,0.55,14.6,714.01,0,10.42,0.57,0,0,12.37,0,0,0.58,0,0,104.26,0,0,1.5,0,0
 48-58,0,0,0,0,9.43,0.51,0,173.72,1.27,1.41,38.27,0.39,0.57,0.63,0,0,3.33,0.85,0,0,62.67,1.07,1.79,10.5,443.67,0,2.2,1.58,0,0,5.8,0.65,0,1.96,0,0,79.8,0,0,2.39,0,0
 60-70,0,0,0,0,8.06,0,0,321.33,3.43,2.23,28.84,1.45,0,0.9,0.6,0.71,1.85,0,0,0,81.69,1.1,3.31,8.33,454.17,5.55,1.79,5.72,0,0.71,5.17,0,0,0,0,0,77.31,0.65,0.94,0.66,0,0.79
 72-82,0,0,2.05,0,0.54,3.24,0,154.6,0.74,4.6,19.84,4.62,1.17,0,4.56,0,0,1,0,0,73.46,0.6,3.99,5.42,292.08,0,9.71,9.94,0,0,4.43,0,0,0,0,0,37.62,1.27,1.62,6.51,0.53,0
 84-94,0,0,2.64,1,5.91,24.84,0,172.37,4.2,4.58,6.62,7.16,1.95,2.61,16.9,0,2.55,1.09,1.28,0,81.98,1.51,1.17,5.56,155.02,0,7.37,5.06,0,0,5.63,0,0,1.35,0,0,10.25,0,1.31,2.78,0.63,0
 96-106,0,0,2.94,0,7.81,9.94,0,105.44,2.26,0.81,17.3,3.08,0,0,0.62,0,1.47,0,2.01,0,64.71,2.71,0,3.26,151.46,0,2.89,1.62,0,1.92,9.94,0,0,0,0,0,21.06,0,0,4.07,0.69,0
108-118,0,0,0,0,13.44,11.45,1.47,112.78,1.79,0.53,32.29,4.08,0,1,5.98,2.42,3.94,0.43,0,1.09,57.36,0.51,1.04,7.16,196.07,1.32,2.62,1.22,0,0.86,5.78,0,0,0.45,0,0,5.64,1.12,0.54,1.47,0.7,0
120,0,0,0,0,17.42,18.82,0,78.12,4.94,2.45,6.74,8.92,0,0,2.66,0,0,5.32,0,0,76.72,0,0,20.42,257.81,0,1.57,10.91,0,0,15.61,0,0,0,0,0,13.9,0,0,1.96,0,0
