stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,51.97,1501.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,149.66,1247.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.23,0,0,0,15.61,0,21.92,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,6.4,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,139.22,9.62,0,0,42.03,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.19,0,0,17.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.79,0,0,0,44.41,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.1,2.99,1.91,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,6.79,1.86,0,3.74,71.34,0.88,0,4.8,0,0,0,1.54,3.86,0,0.86,8.56,114.78,0,0,0,0,0
 24-34,0,0,1.6,0.7,5.33,0,6.44,0,0.61,0,15.54,0,0,0,1.46,125.64,0,0.65,0,0,19.19,4.12,0,5.84,596.77,0,4.85,0.79,0,0,11.02,0,1.58,1.84,0,1.29,623.63,0,0,0,0,0
 36-46,0,0,1.68,0,5.85,0,7.93,0,0,0,26.36,0,0,2.74,2.23,133.94,0,0,0,0.7,27.06,7.68,1.93,6.37,1021.27,0,1.55,0.83,0,0,0,0,0,11.2,0,0,697.76,0,0,0,0,0
 48-58,0,0,0.67,0,22.74,0,96.93,0,0.55,0,62.12,0,0,0.69,13.98,119.85,6.72,0,0,0,102.92,5.17,1.91,1.48,1829.68,0.5,1.8,0,0,0,9.53,0,0,13.91,0,0,556.91,0,0,0,0,0.56
 60-70,0,0,0.57,0,19.71,0,164.55,0,1.76,0,120.51,0,1.21,0,31.85,85.7,13.2,0,0,0,290.41,1.63,5.95,2.72,2725.77,0,0,1.49,0,5.26,4.51,0,0,2.31,0,0,593.9,0,0,5.67,0.81,10.05
 72-82,0,0,3.22,0,9.26,0,285.89,0,0.69,7.96,173.41,0,0,0,11.47,106.32,0,0,0,0,406.51,0,12.43,0,2652.35,0,0.49,0.61,0,3.89,3.93,0,0,8.7,0,0,295.5,0,3.76,0,5.28,0
 84-94,0,0,1.15,0,26.39,1.3,254.72,3.11,0.55,1.47,99.17,3.55,0,0.7,13.06,209.73,3.75,0,0,1.28,437.15,17.2,4.47,1.22,1921.31,0,4.92,0.86,0,11.28,10.56,0,0,10.95,0,0,271.08,0,7.19,0,20.18,0
 96-106,0,0,4.44,0,72.43,3.08,281.03,0,2.56,0,138.94,1.86,0,1.24,14.3,230.47,0,0,6.67,0,473.62,0.97,11.39,2,1842.11,0.62,9.28,3.99,0,5.78,6.94,0,0,16.97,0,0,170.28,0,6.2,0.87,11.19,12.09
108-118,0,0,0.75,0,26.79,2.65,208.54,0.78,0,0,163.74,0.5,0,0,19.92,385,5.15,0,0,0,577.01,10.72,7.3,0.92,1653.27,0.46,12.13,0,0,18.78,1.01,0,0,6.32,0,0,87.59,2.03,17,8.72,11.75,1.35
120,0,0,5.11,0,31.73,0,277.79,0,23.36,2.81,186.75,0,0,0,8.89,214.15,0,0,0,0,673.4,0,6.62,0,2615.71,0,7.72,2.94,0,10.58,1.43,0,0,13.32,0,0,173.29,1.81,5.32,11.19,54.67,13.4
