stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,24.05,1050.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.49,0,0,0,0,0,0,0,0,0,0,0
  5-6,7.03,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.2,298.74,0,42.15,0,0,9755.39,0,0,0,0,16.99,0,0,0,0,0,0,0,0,0,0,0,278.82,17.53,0,0,364.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,493.8,0,102.3,0,11.01,22930.07,0,0,0,0,27.87,0,0,0,0,0,0,0,0,0,0,0,14873.87,85.99,0,0,1123.26,0,16.21,5.55,4.61,164.88,0,22.56,0,0,0,0,0,0
 14-21,0,0,0,2.9,47.38,6.91,1731.97,0,0,6.78,2.4,0,0,0,0,0,0,2.66,0,6.64,0,0,34.68,2652.52,0.93,0,22.48,1.98,0,3.08,0,88.99,9.41,9.14,190.82,56.18,0,0,1.2,0,0
 24-34,0,0.83,0,0.79,6.73,0.62,51.3,0,0,0.62,0,0,0,0,1.34,0,0,0,0,9.14,0,0,9.82,1183.8,5.32,0,0,0,0,0,0,0,0,1.77,3.93,42.04,0,0,11.77,0,0
 36-46,0,0,0,0,0,1.03,56.63,0,0,1.44,0,0,0,0,0,0,0,0,0,10.12,0,0,15,730.38,0,0.56,0,0,0,0,0,0,0,0,0,10.17,0,0,0,0,0
 48-58,0,0,0,0,0.6,0,453.19,0,0,18.99,0,0,0.55,0,0,3.12,0,0,0.51,12.07,0,0,0.9,437.06,0.4,0,0,0,0,6.49,0,0,0,0,0,25.54,0,0,0,0,1.44
 60-70,0,0,0,0,4.01,1.13,2388.41,0,0,31.39,0,0,0,0,0,1.91,0,0,0,16.51,0,0,1.61,302.52,0,0,0,0,0,2.82,0,0,0,0,0,1.05,0,0,0,0,5.02
 72-82,0,0,0,0.56,8.64,1.59,5508.78,0.72,9.12,201.9,0,0,0,10.51,0,0,4.15,0,0,27.53,0.78,0.93,1.47,275.79,0.85,0,0.54,0,1.67,0.58,0,0,0,0,0,25.38,0,0,11.66,2.54,2.96
 84-94,0,0,0,0,22.57,1.3,3124.95,2.9,9.78,208.48,0,0,0,0,0,0,0,0,0,12.52,0,0,10.06,218.8,0,0,0,0,0,0.82,0,0,0,0,0,11.49,0,1.41,0.78,0,0
 96-106,0,0,0,0,37.81,13.99,3934.58,2.13,0,171.08,0,0,0,0,0,0,4.21,3.75,0,46.16,1.07,0,2.21,194.51,1.64,0,0,0,5.7,19.44,0,0,0,0,0,0,5.55,0,2.76,0,0
108-118,0,0,3.86,0,25.31,0,3389.88,0,0,351.73,0,0,0,0,0,0,0,5.26,0,11.64,0,4.32,1.61,262.71,3.35,0.85,5.66,0,0,9.96,0,0,0.51,0,0,4.34,17.1,2.34,1.12,0,0
120,0,0,0,0,12.07,0,2165.8,0,0,311.53,0,0,0,0,0,0,0,0,0,26.15,0,0,0,351,3.03,0,0,0,9.96,0,0,0,0,0,0,0,0,0,0,0,0
