stage,endoderm,erythrocytes,eye,fin_epithelia,fin_mesenchyme,mesenchyme,muscle,neural,spinal_cord
 14-21,0,0,0,0,0,0,0,0.96,0.9
 24-34,0,0.62,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,9.92,1.5,0,0
 48-58,0,0,0,5.35,0,0.82,1.3,0,0
 60-70,0,0,0,0,0,0.97,0,0,0
 72-82,0,0,2.89,0,0,0,0,2.05,0
 84-94,0,0,0,0,0,1.26,0,0,0
 96-106,0,0,0,0,0,2.6,0,0,0
108-118,0.49,0,0,0,1.05,0,1.14,0,0
