stage,axial,blastomeres,endoderm,epidermis,eye,mesenchyme,neural,periderm,spinal.cord,xanthophores
  3-4,9.76,40.37,0,0,0,0,0,0,0,0
  5-6,0,31.83,0,0,0,0,0,0,0,0
  7-9,0,3.31,4.13,0,3.21,0,19.33,0,0,0
 10-12,0,0,0,0,0,0,13.4,0,0,0
 14-21,0,0,0,0.96,0,0,0,0,1.8,0
 24-34,0,0,0,0,0,1.89,0,0,0.65,0
 36-46,0,0,0,0,0,0,2.89,0,0,0
 84-94,0,0,0,0.58,1.04,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,0.7,0,0
108-118,0,0,0,0,0,0,0,0.56,0,0.95
