stage,axial,blastomeres,endoderm,eye,fin.mesenchyme,hatching.gland,neural,olfactory,paraxial.mesoderm,periderm,pronephros,spinal.cord
  3-4,0,31.15,0,0,0,0,0,0,0,0,0,0
  5-6,0,23.87,0,0,0,0,0,0,0,9.1,0,0
  7-9,3.63,0,13.96,14.28,0,4,83.36,0,13.43,0,0,0
 10-12,0,4.98,0,28.05,0,12.87,81.56,0,22.24,0,0,0
 14-21,0,0,0,0,0,0,0,0,0,0,0.86,0.97
 24-34,0,0,0,0,0,0,3.39,0,0,0,0,1.99
 48-58,0,0,0,0,0,0,0,0.73,0,0,0,1
 96-106,0,0,0,0,0,0,0,2.49,0,0,0,0
108-118,0,0,0,0,0.66,0,0,0,0,0,0,0
