stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,100.53,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.3,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,0,0,13.09,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0.93,1.68,0,1.1,0,0,0,0,0,0,1.01,0,0,0,0,23.1,0,0.95,0,0,2.7,8.48,0,0,0,0,0,0,0,0,2.63,1.08,5.88,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,90.61,0,0,0,0,0,0,0,0,0,0,0,2.91,0,4.82,0,0,0,19.08,0,1.39,19.45,0,0,0,0,0.61,0,7.54,5.26,0,0,0,0,0
 36-46,0,0,0,0,35.71,1.91,0,940.05,0,2.25,0,0,0,0,0,0,0,0,0,0.83,0,6,0,0,0,50.43,1.29,0,0,0,0,12.65,0,3.91,0,0,3.88,0,0,0.61,0,8.81
 48-58,0,0,0,0,6.72,7.12,0,1600.54,0,5.35,0.48,0.96,0,0,0,0,0,0,0,0,0,5.15,0,0,0.45,47.61,0,0,0,0,0,0.9,0,0,0,0,9.63,0,0,0,0,11.44
 60-70,0,0,0.82,0,35.19,9.18,0,70210.86,13.41,2.99,29.34,109.07,8.44,0,1.57,37.23,27.71,3.01,0,9.86,10.18,132.12,1.1,32.43,10.77,833.27,1.76,0,2.16,0,0,114.01,0,11.06,0,0,81.73,1.72,0.7,10.38,0.59,63.22
 72-82,0,0,15.59,0.56,1047.59,630.08,9.52,268294.8,34.59,53.41,149.97,931.86,89.5,0,36.92,113.76,31.87,211.27,48.23,98.27,180.97,2024.36,35.06,120.9,178.91,6828.27,19.63,63.06,126.23,1.13,38.54,456.72,1.65,34.85,18.57,0,849.76,87.85,51.51,279.45,79.12,381.28
 84-94,0,0,6.79,0,1658.52,362.77,13.28,344242.39,66.72,156.09,74.8,581.52,44.12,6.1,20.81,67.28,13.41,90.87,30.16,41.49,73.91,1461.67,36.86,112.78,163.16,3954.42,78.42,44.17,74.29,0,24.59,530.73,0,12.96,5.99,0,495.9,58.51,51.25,176.56,66.59,73.21
 96-106,0,0,19.08,0,1153.38,1073.99,39.53,322265.46,200.88,82.44,116.1,1129.91,94.52,1.32,37.82,127.74,45.39,178.2,45.14,374.85,23.12,1747.72,54.91,87.66,165.7,6664.69,10.2,134.09,101.03,0,84.96,812.35,2.06,48.48,116.19,0,300.01,80.32,31.81,326.57,78.19,276.36
108-118,19.04,0,20.09,0.49,530.7,537.34,51.63,280571.35,31.16,86.01,151.43,1126.49,103.55,0,21.68,128.85,47.09,44.98,30.33,221.57,38.49,2548.17,51.08,95.57,211.81,8462.74,49.93,92.43,79.42,8.11,78.14,646.55,0,17.43,3.94,0,261.45,42.86,62.07,252.66,64.37,211.2
120,0,0,17.09,0,1033.46,469.63,9.36,309037.2,21.27,194.53,131.95,1109.75,70.45,0,31.23,218.39,45.37,57.11,32.29,205.44,3.15,1982.81,22.86,217.14,245.67,9190.64,61.31,128.76,114.96,0,17.01,475.9,0,39.71,2.95,0,335.59,34.63,59.96,373.19,76.84,104.43
