stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,41.56,910.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,65.5,751.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.96,0,0,0,9.41,0,1836.41,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.07,40.59,0,24.26,0,0,0,87.91,0,0,0,0,13.29,0,0,0,0,0,0,0,0,0,0,0,592.75,23.39,0,0,143.25,0,322.13,5.28,0,0,0,0,0,0,0,0,0,0
 10-12,0,39.5,0,152.79,0,0,0,67.31,0,0,0,0,37.3,0,0,0,0,0,5.32,0,0,0,0,0,1204.69,68.79,0,0,368.12,0,99.88,14.18,0,85.43,0,0,7.02,0,0,0,0,0
 14-21,0,0,1.09,2.76,59.16,13.62,0,12.22,0,0,0.98,7.44,0,0,0,13.9,0,0,0,0,13.47,0.83,0,14.2,166.22,6.7,2.16,0.98,4.3,0,185.1,0,9.68,3.2,0,3.68,42,0,0,1.63,0,0
 24-34,0,0,0,1.95,8.4,0.83,0,21.66,1.77,0,4.35,0.67,0.74,2.02,1.04,18.54,0,3.79,2.16,0,16.36,4.17,0,8.11,285.8,0,5.39,2.79,0,0,155.81,0,1.1,0.64,0,6.56,71.81,0,0,13.57,0,0
 36-46,0,0,0,0,10.41,0,0,37.96,2.15,0,4.84,0.56,0,2.43,1.45,14.82,0,6.61,0,0,31.69,10.11,0,6.73,390.69,0,15.14,4.3,0,0,145.6,0,0,3.36,0,0,108.24,0,1.23,7.94,0,0
 48-58,0,0,0,0,9.48,0,0,90.94,1.89,1.48,8.38,0,1.42,0,0,0.39,0.56,10.26,0,0,23.45,7.68,0,3.52,258.21,0.99,10.81,3.24,0,0,70.66,0,0,0,0,0,82.05,0,0,5.96,0,0
 60-70,0,0,0,2.79,6.83,0,0,147.63,8,0,12.4,0,1.55,1.86,3.08,4.7,0,5.42,1.73,0,32.03,3.32,0,2.89,211.26,1.45,12.42,1.48,0,0.63,58.5,0,0,0.76,0,0,78.36,1.22,0,2.55,0,0
 72-82,0,0,0.87,0,9.13,5.79,0,106.98,1.76,0.94,11.14,4.11,0.6,0.89,3.81,5.87,0,20.27,0,0,41.23,9.7,0.67,2.11,206.62,0,4.3,4.32,0,4.65,38.27,0,0,0,0,0,15.09,7.49,0.66,14.85,0,0
 84-94,0,0,1.15,0,26.99,2.5,0,100.2,4.33,2.95,23.23,6.01,1.87,0,7.47,9.81,5.13,11.31,1.94,0,38.66,10.85,1.95,1.45,209.84,0.6,16.42,6.5,0,0,139.51,0,0,2.79,0,0,30.23,12.12,2.21,7.78,0.6,0
 96-106,0,0,0,0,39.76,3.9,0.8,46.34,2.82,4.22,36.33,19.14,0,0.96,9.63,11.76,0.61,20.29,0,0,34.47,7.94,0,6.3,204.67,0,22.41,8.84,0,1.03,86.73,0,0,2.02,0,0,29.61,7.33,0,23.27,1.76,0
108-118,0,0,0.83,0,36.16,1.81,0,87.36,5.18,3.17,14.04,13.76,2.74,0,13.14,4.58,0.44,10.07,11.15,0.82,61.46,4.56,0.79,3.25,212.53,0.44,5.44,11.64,0,0.91,103.79,0,0,0.62,0.53,0,12.46,11.15,1.8,11.81,0,0
120,0,0,4.41,0,44.43,0,0,40.05,8.29,1.69,11.79,6.89,0,0,11.51,7.92,0,8.83,1.02,0,7.34,2.98,7.89,0,150.34,0,10.75,0,0,0,52.68,0,0,0,0,0,16.37,3.3,0,7.59,3.21,2.59
