stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,287.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.35,237.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,23.45,0,0,0,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.32,5.34,0,0,72.43,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.08,0,23.31,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.85,3.62,0,0,191.06,0,16.35,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,11.58,0,0,1.78,0,0,0,2.2,0,2.29,0.81,0,7.4,0,0,0,0,4.66,0,0,2.78,66.25,0,6.96,0,0,0.97,0,7.39,2.11,0,1.87,29.49,0,0,0,0,0
 24-34,0,0,0,0.79,18.24,0,0,8.41,0,3.3,0,0.65,3.34,0,0,0,32.23,0,0,0,0,7.7,0.88,0,4.48,452.75,1.24,43.97,0,0,13.3,0,0,0,3.1,0.97,114.23,0,0,6.6,0,0
 36-46,0,0,0.73,0,6.61,0,0,31.51,0,0,2.05,20.4,0,0,0.79,0,3.23,0,0,0,0,24.16,0,7.39,2.03,1167.19,0.57,79.1,0,0,8.21,0,0,0,1.69,0,212.64,0,0,0,0,1.41
 48-58,0,0,0,0,4.14,0.46,0,243.15,0,0,0,38.38,0,0,0,0,3.93,0,0,0,1,26.01,0,20.12,2.39,1643.98,0.83,35.87,0,0,3.55,0,0,0,1.43,0,244.68,0,0.49,3.31,0,0
 60-70,0,0,0,0,9.72,0,0,508.69,1,2.35,0,27.74,1.17,0,0,0,0,0,0,2.89,0,45.97,0,58.96,4.25,2432.79,2.95,48.54,0,0,14.56,0,0,0,0,0,229.42,0,3.13,5.95,6.57,0
 72-82,0,0,0.76,0,13.54,0,0,901.83,0,0,0.96,62.18,0,0.55,0,0.61,0.78,2.8,0.53,4.27,2.83,75.36,0,58.56,1.69,2244.81,0.72,42.35,1.64,0,1.23,0,0,0.64,0,0,148.64,0,2.37,6.92,2.9,1.56
 84-94,0,0,1.43,0,20.44,0.76,0,644.81,0,1.24,1.43,81.55,2.21,0,1.7,0,3.66,3.38,0,0,7.77,35.57,1.6,15.67,4.64,1561.97,0,60.46,4.96,0,27.63,0,0,0,0,0,101.91,0.85,3.33,2.34,33.8,17.17
 96-106,0,0,0,0,12.72,5.36,1.07,624.77,1.64,0.69,1.11,90.12,1.64,0,1.16,2.51,1.27,0,0,0,0.56,54.47,1.75,14.72,0.57,1412.71,0,51.6,5.14,0,3.41,0,0,0,0,0,47.4,0,4.87,6.94,27.26,8.85
108-118,0,0,0,0.59,17.39,6.58,4.67,649.91,1.18,2.3,1.54,91.78,0.86,0,0,0.46,1.15,0.91,1.7,5.52,0,61.24,1.08,16.55,9.69,1854.1,0.45,43.96,1.42,0,9.24,0,0,0.94,0,0,50.71,1.83,11.6,9.96,31.34,2.84
120,0,0,0,0,18.3,2.9,13,768.88,1.14,3.86,0,148.41,0,0,3.39,2.9,0,12.84,0,0,0,88.8,1.72,48.65,11.96,2890.93,7.68,59.53,0,0,12.38,0,0,0,1.63,0,67,0,1.56,7.01,75.32,4.65
