stage,blastomeres,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,immune,liver,mesenchyme,mucous,neural,periderm,pgc,pronephros,vasculature,xanthophores
  3-4,21.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34,0,0
 60-70,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0,0,14.63,0,0,0,0,11.36,0,0,0,0,0
 84-94,0,0,0,0,0,1.21,0,0.66,0,0,20.48,0,0,0,0,18.5,1.82,0,0,0,0
 96-106,0,0,0.57,2.61,3.86,0.97,0.87,0,0,6.03,196.31,0.72,0,3.66,0,20.37,7.05,0.76,0,0,0
108-118,0,0.81,3.88,0,0,6.05,0,0.74,0,3.68,552.97,0,1.83,4.62,2.81,23.89,0,0,0,0.66,1.55
120,0,0,0,0,5.3,4.55,0,4.18,3.99,0,417.12,0,12.36,5.04,0,23.36,1.14,0,0,0,0
