stage,erythrocytes,eye,mesenchyme,neural,spinal.cord,vasculature
 14-21,0,0,0,1.1,0,0
 24-34,0,0,1.54,10.89,0,1.32
 36-46,0,0.69,0,11.78,0.66,0
 48-58,0,4.58,0.41,5.81,0,0
 60-70,0,3.1,0,5.64,0,0
 72-82,0,0,7.42,0,0,0
 84-94,0,5.37,0,0,0,0
108-118,0.6,0,0,0,0,0
120,0,2.11,1.21,6.41,0,0
