stage,epidermis,erythrocytes,eye,immune,ionocyte,mesenchyme,neural,olfactory,spinal.cord,vasculature
 24-34,0,0,0,0.61,0.62,0,0,0,0,1.4
 36-46,0,0,0,0.64,0,0,1.07,0,0,0
 48-58,0,0,0,4.46,0,2.41,0,0,0,2.56
 60-70,0,0,4.71,12.94,0,0,3.17,0.84,1.09,0
 72-82,0,0,0,21.05,0,0,0,0,0,0
 84-94,0,0,0,39.12,0,0,0,0,0,0
 96-106,0,0,7.82,59.2,0,0,0.67,0,0,0
108-118,0,0.83,0,42.61,0,0,1.56,0,0,0.84
120,1.16,0,12.74,40.64,0,0,0,0,0,0
