stage,eye,glial,heart,mesenchyme,muscle,neural,olfactory,periderm,visceral.smooth.muscle
 14-21,0,0,0,0,0,1.92,0,0,0
 24-34,0,0,0,0,0,4.41,0,0,0
 36-46,0,0,0,0,0,2.58,0,0,0
 48-58,2.03,0,0,0,0,3.55,0.44,0,0
 60-70,0,11.15,9.21,0,0,1.94,0,0,0
 72-82,2.25,0,0,1.77,0,5.84,0,0,0
 84-94,6.01,0,0,0,0,1.61,0,0,0
 96-106,0,1.23,0,0,0,5.36,0,2.1,1.13
108-118,0.9,1.05,0,0,0.52,0,0,0.42,0
120,0,0,0,0,0,1.29,0,0,0
