stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.88,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,6.44,0,5.89,0,0,0,3.11,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,46.79,0,0,0,20.88,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,1.24,3.63,98.87,5.89,0,1.86,0,0,0,3.64,5.47,3.88,0,0,0.86,0,0,1.59,0,6.41,0,0,10.06,34.82,0,0,4.28,0,0,12.59,1.12,1.89,3.22,8.11,37.36,31.46,0,0,0,0,0
 24-34,0,0,1.86,94.2,0,0,4.52,0,4.48,0,11.14,0.63,0,0.95,0,13,0,0.74,3.08,0,22.03,0,0,17.38,121.13,4.32,2.54,11.27,0,0,90.91,0,0,12.15,1.98,10.31,43.98,0,0,5.08,0,0
 36-46,0,0,0,47.46,0,0,14.37,0,5.11,0,33.98,0.62,8.29,0.99,0,24.67,0,0,1.94,0,44.53,1.51,0,14.36,48.42,1.98,3.98,7.71,0,0,193.27,0,0,7.26,0,0,38.58,0,0,10.17,0,0
 48-58,0,0,0,49.44,1.97,0,19.71,0,17.26,1.1,25.33,0.38,0,1.48,0,9.92,0,0,0,0,53.12,5.43,0,15.13,85.31,0,5.53,7.85,0,0,138.13,0,0,1.42,0,0,40.82,0,0,5.82,0,4.53
 60-70,0,0,0,66.77,0,0,46.24,0,18.12,0,16.67,0,1.71,2.87,0.98,8.43,0,0,9.88,0,47.7,5.8,0.7,2.09,96.47,0,2.37,8.42,0,0,198.94,0,0,0.74,0,0,51.89,0,0.67,11,0,3.87
 72-82,0,3.54,0,52.98,0,0,84.44,0,15.48,0.54,75.99,4.15,1.13,0,1.18,1.65,0,3.98,4.74,0,88.87,2.64,2.35,6.7,70.91,0,9.57,12.11,0,2.36,83.82,0,0,1.24,0,0,28.76,0,1.32,5.46,1.74,0
 84-94,0,0,0,72.32,8.78,0,27.23,0,11.94,3.37,56.42,7.11,0.6,1.9,3.18,4.16,0,0.81,6.69,0,59.19,15.68,3.19,9.43,76,1.95,14.76,15.97,0,1.75,297.15,0,0,5.91,0,0,40.65,2.09,4.46,12.12,12.42,1.56
 96-106,0,5.1,1.03,106.87,11.36,0.97,83.01,0,11.94,2.67,88.33,10.11,3.18,0,4.02,7.2,1,1.38,2.59,0,44.4,17.69,9.73,6.68,90.21,1.37,18.97,21.38,0,0,368.86,0,0,9.73,0,0,8.82,0.73,1.51,14.71,3.34,5.51
108-118,0,1.21,0,194.12,1.28,0.95,40.7,1.3,40.94,0,75.04,46,0,2.75,3.44,9.14,1.03,2.91,14.09,0.89,79.66,23.39,1.29,3.97,87.98,0,11.61,20.18,0,2.26,283.72,0,0,15.26,0,0,15.64,11.24,0,5.41,0.57,5.13
120,0,11.35,2.94,267.15,1.22,0,128.35,0,45.63,0,150.22,25.55,0,0,8.48,13,3.73,4.79,4.02,0,86.37,17.73,6.75,1.54,145.99,2.65,23.53,25.89,0,25.32,268.08,0,0,25.19,0,0,37.13,2.31,4.7,1.54,1.59,2.78
