stage,epidermis,eye,glial,mucous,muscle,neural,olfactory,periderm,spinal_cord
 14-21,0,1.62,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,2.73,0,0,1.29
 36-46,0,0,0,0,0,2.07,0,0,0
 48-58,1.8,0.73,0,0,0.49,0,1.27,0,0
 60-70,0,0.75,0,0,0,0,0,0.57,0
 72-82,1.14,0.9,0,0,0,3,0,0,0
 84-94,0,2.12,1.2,0,0,0,0,0.56,0
108-118,0,1.09,0,3.11,0,0,0,0,0
