stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,71.69,1534.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.97,0,0,0,0,0,0,0,0,0,0,0
  5-6,158.23,2147.79,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.75,0,0,0,0,0,43.09,0,0,0,0,0,0,0,0,0,0,0
  7-9,78.44,43.37,0,56.29,0,0,167.82,0,0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,1124.78,52.07,0,0,424.51,0,4.29,7.62,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.46,0,44.62,0,0,45.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.19,22.58,0,0,197.75,0,0,13.51,4.75,12.86,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.73,18.78,9.63,8.51,0,0,0,3.63,0,0,0,0,0,0,0,0,0,8.37,0,0,18.54,130.37,2.18,0.92,3.35,9.57,0,7.23,0,17.19,0,0,15.19,81.59,0,0,1.05,0,0
 24-34,0,0,0,0.76,2.59,0,14.19,0,0.7,0,5.5,0,0,0,0,0.66,0.85,2.75,0,0,27.26,0.66,0,9.7,187.27,1.36,0,0,0,0,26.98,0,0,5.17,0,3.75,59.19,0,0,11.77,0,0
 36-46,0,0,0,0,12.51,0,22.56,0,4.87,0,10.46,0,0,0.71,0,0,0,0.74,1.55,0,25.31,0.77,1.72,7.25,102.44,2.42,0,1.37,0,0,39.31,0,0,0,0,0,28.11,0,0,10.32,0,1.41
 48-58,0,0,0.46,0,4.28,0,30.85,0,0,0,11.42,3.01,0,1.03,0.83,0,0,0.39,0,0.6,33.21,0,0.93,5.69,83.77,0.57,0,0,0,0,19.93,0,0,0,4.32,0,20.34,0,0,2.66,0,0
 60-70,0,0,0,0,10.09,0,32.71,0,0,0,23.34,0,0.89,1.7,0,0,0,0,0,0,33.9,0,1.28,2.09,57.07,0,1.08,4.04,0,0,23.03,0,0,0,3.96,0,8.78,0,0,4.81,0,0.77
 72-82,0,0,0,0,7.41,2.46,21.07,0,2.09,0.62,22.24,0,0,0,0.85,0.53,0,1.67,0,1.79,35.92,0,0,3.51,82.83,0,1.08,3.34,0,0,10.87,0,0,0,0,0,11.86,0,0,2.75,2.3,0
 84-94,0,0,0,0,11.33,2.32,23.25,0.7,0.68,1.85,11.05,2.26,0.71,0,2.39,2.72,0,1.39,0.6,0,17.77,0,5.06,5.34,35.2,1.13,1,0,0,0.77,41.07,0,0,0,0,0,3.01,0,0.71,5.19,0.75,0
 96-106,0,0,0,0,6.56,0,3.69,0,0.96,0,19.08,2.6,0,0,6.71,0.97,1.05,0,0.76,2.94,17.99,0,0,4.48,29.28,0,0,5.75,0,0,15.16,0,0,0,0,0,0,0,0.75,6.44,0,0
108-118,0,0,0.89,0,11.45,0.99,9.06,0,6.04,2.9,5.43,0,0,0,3.84,0.42,0,0,1.26,3.69,25.72,4.07,0,2.56,37.6,1.36,0.92,2.69,0,1.57,8.28,0,0,0,0,0,2.59,0,1.94,0,0.72,0
120,0,0,0,0,5.23,2.63,8.86,0,0,5.31,20.59,0,0,0,10.69,0,4.55,4.65,0,0,9.74,0,8.33,1.08,46.22,0,0,1.12,0,0,18.67,0,0,1.21,0,0,0,1.94,0,10.63,4.27,0
