stage,epidermis,erythrocytes,eye,fin.epithelia,glial,gut,ionocyte,mesenchyme,mucous,muscle,neural,notochord,periderm,spinal.cord,taste,vasculature
 24-34,0,0,0,0,0,0,0,1.1,0,0.62,1.02,0,1.86,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,1.85,0,0,3.14,0,0
 48-58,0,0,7.27,0,0.87,0,0,0,0,0,4.27,0,2.33,0,0,0
 60-70,0,0,0,0,0.62,0,0,0,0,0,0.98,0,10.07,0,0,0
 72-82,4.02,0,1.67,0,1.31,0,0,0,0,0,11.38,0,36.29,0,9.5,0
 84-94,2.84,0,2.44,2.1,0,0,8.67,0,0,0,18.21,0,49.28,0,0,0
 96-106,1.47,1.39,17.34,0,1.23,1.9,1.52,0,0.73,0,7.05,0,146.93,0,2.24,0
108-118,1.7,0,1.64,0.47,0.61,1.49,1.73,4.79,0,0,5.8,0.46,116.08,0,4.29,0
120,11.17,0,4.86,1.11,3.49,0,0,0,0,0,3.44,0,76.03,0,17.08,1.48
