stage,axial,blastomeres,endoderm,glial,melanocytes,mesenchyme,neural,otic,paraxial_mesoderm,periderm,spinal_cord
  3-4,9.36,72.7,0,0,0,0,0,0,0,11.57,0
  5-6,12.67,200.34,0,0,0,0,0,0,0,0,0
  7-9,0,0,4.17,0,0,0,107.6,0,9.95,0,0
 10-12,0,0,0,0,0,0,0,0,6.92,0,0
 14-21,0,0,0,0,0,0,0.82,0,0,0,2.3
 24-34,0,0,0,0,0,0,0,0.71,0,0,0
 60-70,0,0,0,0.95,1.24,0.65,1.92,0,0,0,0
108-118,0,0,0,0,0,0,0.56,0,0,0,0
