stage,blastomeres,glial,mesenchyme,neural,spinal.cord
  5-6,8.98,0,0,0,0
 24-34,0,0,0,1.54,0.85
 36-46,0,0,1.19,3.23,0
 48-58,0,0.48,0,0.51,0
 72-82,0,0,0.49,2.09,0
 96-106,0,0,0,1.64,0
