stage,blastomeres,epidermis,glial,melanocytes,mesenchyme,neural,paraxial_mesoderm,spinal_cord,vasculature
  3-4,13.34,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,10.99,9.99,0,0
 14-21,0,0,0,0,0,4.38,0,1.09,0
 24-34,0,0,0,0,0,1.35,0,0,0
 36-46,0,1.8,0,0,0,0.9,0,0,0
 48-58,0,0,2.8,0,0,0,0,0,0
 60-70,0,0,0,0,0,8.75,0,0,0
 72-82,0,0,0.86,0,0,0,0,0,0.98
 84-94,0,0,1.19,0,1.05,0,0,0,0
108-118,0,0,0,0.51,0,0,0,0,0
120,0,0,0,0,0,0,0,13.85,0
