stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.73,0,0,0,0,0,0,0,0,0,0,0
  5-6,248.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,0,0,9.09,0,11.47,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,6.18,0,0,0,0,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,150.56,0,0,0,28.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,21.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.99,0,0,0,55.51,0,0,0,4.61,33.47,0,0,0,0,0,0,0,0
 14-21,0,34.04,3.73,17.8,21.92,0,48.8,0,0.87,0,0,15.8,0,10.78,3.94,16.08,0,0,10.31,5.95,21.8,2.84,0,9.67,237.84,1.35,8.36,0,0,0,1,3.89,2.26,5.24,1.83,50.59,80.01,0,0,17.52,0,2.58
 24-34,0,31.47,0.81,8.34,0,0,80.45,0,2.62,0.99,6.28,1.26,2.95,14.48,18.48,20.46,0.63,0,44.7,70.43,14.39,5.6,0,12.05,498.17,0,17.17,3.27,0,0,5.32,1.47,0,15.6,0,2.95,89.66,0,0,42.98,0,3.62
 36-46,0,17.98,0,13.14,0,0,63.45,3.21,4.94,1.62,11.46,0.72,22.48,12.16,26.36,8.57,9.59,0.7,16.37,92.02,31.99,5.68,0,1.54,666.72,1.03,8.64,1.33,0,4.12,0,0.65,0,9.49,0,0,138.66,0,0,54.68,0,20.52
 48-58,0,6.76,0,6.88,0,0,186.06,1.27,1.04,2.5,13.43,0,42.84,18.32,88.06,12.6,0,1.82,34.02,133.26,38.9,1.89,0,10.48,503.07,0,2.38,2.43,0,0,4.75,0.56,0,9.74,3.04,0,138.62,0,0,29.98,0,32.64
 60-70,0,9.45,0,32.19,4.71,0,514.06,1.17,0,13.19,42.68,8.78,16.29,10.84,149.89,16.91,2.01,3.69,15.34,84.6,107.49,0.84,0,7.48,899.24,0,10.26,2.3,0,0.98,32.69,0,0,7.73,0,0,188.02,0.61,4.42,26.65,1.25,65.53
 72-82,0,11.47,0.75,73.73,3.57,0,614.42,0,7.29,29.64,146.43,4.56,10.12,23.19,228.76,12.01,0,4.24,5.09,64.84,343.78,19.26,14.77,28.22,991.01,3.31,1.37,19.47,0,3.76,336.31,0,0,6.76,0.54,0,216.77,1.94,4.7,113.17,13.74,80.73
 84-94,0,15.92,0,95.9,11.76,0,475.04,0.72,29.33,53.92,97.97,10.73,12.58,13.31,359.4,29.67,7.29,2.12,7.11,102.36,347.68,34.8,16.22,16.31,790.68,0,6.94,19.51,0,0,1072.58,0,0,3.63,10.72,0,107.89,4.7,7.4,126.69,22.48,97.88
 96-106,0,14.12,0,308.16,19.96,0,582.4,17.43,74.97,23.25,288.28,24.14,1.06,17.15,313.33,30.33,4.34,14.44,49.45,35.88,497.44,71.51,21.44,56.57,1044.68,4.18,18,27.3,0,15.22,1656.11,3.2,0,9.87,4.16,0,85.62,6.7,19.3,222.71,21.81,88.25
108-118,0,15.16,1.01,338.93,20.08,7.36,576.57,22.33,111.88,49.22,244.27,14.93,0,7.32,265.03,39.61,21.02,1.34,12.94,71.15,591.3,84.66,26.07,39.04,1115.18,1.07,6.29,17.84,0,34.17,1130.02,0,0,13.11,11.04,0,54.39,7.57,14.68,210.22,16.44,86.11
120,0,36.66,0,273.25,56.13,0,345.98,33.1,41.77,48.74,240.29,16.54,0,1.61,327.95,8.97,4.43,5.98,5.22,19.96,420.38,52.27,53.39,39.43,1394.75,0,3.54,18.7,0,30.52,577.89,0,0,9.04,8.03,0,37.35,0,16.82,181.26,34.21,42.75
