stage,epidermis,eye,fast.muscle,glial,mesenchyme,muscle,neural,olfactory,otic,spinal.cord,vasculature
 14-21,0,0,0,0,0,0,0,0,0,1.16,0
 24-34,0,0,0,0,0,0,2.17,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,2.83,0
 48-58,0,2.29,0,0,0.43,0,2.09,94.22,0.67,0,0
 60-70,1.6,2.44,0,0.76,0,0,6.16,0,0,0,0
 72-82,0,2.27,0,0,1.97,0,8.07,0,0,0,0
 84-94,0,2.09,0.56,1.64,0,0,0,0,0,0,0
 96-106,0,5.15,0,0,0,0,4.7,4.63,0,0,1.82
108-118,0,0,0,0.6,0,0,0,43.12,0,0,0
120,0,0,0,0,0,2.12,0,0,0,0,0
