stage,blastomeres,epidermis,eye,glial,heart,lateral_line,mesenchyme,mural_cell,neural,periderm,pronephros
  3-4,10.81,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,16.45,0,10.11
 14-21,0,0,0,0,0.89,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,1.25,0,0
 48-58,0,0,0.58,0,0,0,0,0,0.56,0,0
 60-70,0,4.27,1.34,0,0,0,0,0,0,0,0
 72-82,0,0,0,1.51,0,1.56,0,1.04,0,0,0
 84-94,0,0,0,0,0,0,0,0,0,1.09,0
108-118,0,0,0,0,0,0,1.45,0,0,0,0
