stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,44.13,1259.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.19,0,0,0,0,0,0,0,0,0,0,0
  5-6,91.5,1386.68,0,0,0,0,0,0,0,0,0,0,0,21.16,0,0,0,0,0,0,0,0,0,0,0,66.02,10.72,0,0,0,0,18.01,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.88,106.39,0,40.43,0,0,0,164.02,0,0,0,0,0,46.39,0,0,0,0,0,0,0,0,0,0,0,1474.18,74.44,0,0,422.55,0,0,19.13,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,0,0,85.09,0,11.84,0,126.22,0,0,0,0,0,26.88,0,0,0,0,0,0,0,0,0,0,0,1511.87,0,0,0,279.27,0,5.07,6.03,0,24.55,0,0,4.33,0,0,0,0,0
 14-21,0,0,0,5.71,90.5,25.92,0,30.42,0,0.88,0,18.8,4.37,5.22,0,0,2.9,0,0,2.95,0,54.79,0,0,39.81,693.17,4.46,4.15,7.13,8.13,0,0,0.9,65.48,7.94,1.3,61.84,172.08,0,0,1.97,0,0.96
 24-34,0,0,0.6,3.25,34,3.51,0,122.87,0,3.37,0.61,22.42,0.71,0.76,4.36,2.34,2.28,0,1.37,1.61,2.82,88.35,0.81,0,37.31,1047.83,1.6,10.96,8.72,0,0,14.34,0,0,4.8,2.85,8.59,199.3,0,0,24.65,0,0.71
 36-46,0,0,0,0,23.41,0,0,206.36,1.42,15.2,4.77,55.45,0,0,0.9,0.56,0.68,4.37,0.71,0,12.12,131,0,5.11,32.05,1109.5,0.64,10,5.82,0,0.77,29.21,0.81,0,0,0,0,221.17,0,0.62,9.1,0,10.08
 48-58,0,0,0,0,21.54,2.35,0,373.27,1.1,2.61,3.63,75.57,0.37,0.37,2.69,0.55,0.38,3.03,1.66,2.1,0.45,155.91,3.91,6.52,30.92,821.63,10.08,7.52,5.27,0,0,8.79,0,0,0.46,0,0,154.67,0,3.12,9.12,0.5,7.88
 60-70,0,0,0,0,17.34,5.79,0,300.06,0,7.2,2.13,82.9,0.77,0,0.95,0.92,0.61,0,0.77,0.87,0,132.59,0.63,4.72,13.31,540.08,0,9.9,12.6,0,0.63,17.88,0,0,1.88,0,0,77,0,3.19,8.97,0,12.3
 72-82,0,0,2.19,0,17.78,4.24,0,421.29,0,7.78,6.32,91.78,1.84,0.5,0,7.47,1.3,2.71,2.21,1.71,0,192.83,1.24,2.1,18.49,548.31,1.45,4.91,9.48,0,2.88,19.67,1.65,0,2.27,0,0,47.78,5.99,3.5,14.74,7.82,15.93
 84-94,0,0,0,0,41.57,7.27,0.6,277.32,0,16.03,8.77,39.52,5.71,0.77,4.45,14.61,2.24,2.26,0.67,7.61,8.01,168.45,4.68,10.21,16.88,348.91,0,4.93,10.71,0,0,28,0,0,0.87,0.62,0,28.25,1.38,2.99,14.48,6.7,0.74
 96-106,0,0,1.19,0,33.81,8.12,0,266.35,0.73,16.38,14.16,94.48,11.31,0,6.56,10.45,3.37,2.3,2.13,9.38,0,173.87,3.79,7.19,10.57,308.14,1.29,12.33,9.91,0,2.07,21.76,3.82,0,0.59,0,0,37.81,3.97,2.31,20.21,2.6,4.22
108-118,0,0,2.54,1.47,39.01,5.35,0.5,253,0.5,13.4,8.29,74.24,13.42,0,6.43,13.75,1.6,4.69,4.35,2.16,1.87,175.54,1.14,9.98,16.83,473.36,2,7.06,11.66,0,7.27,22.31,0,0,4.44,0,0,14.18,3.08,3.54,16.22,1.31,4.34
120,0,0,0,0,48.85,14.45,1.61,188.9,0,6.07,0,53.01,14.65,5.2,4.12,20.08,8.6,0,0,0,0,156.82,1.15,10.83,11.34,456.16,0,2.82,13.09,0,0,18.6,0,0,3.16,0,0,26.78,1.81,0,7.34,8.42,0
