stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,3.91,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,80.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85,6.15,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.03,3.75,14.33,0,0,0,1.75,0,1.15,0,0,0,0,3.86,0,0,2.22,0,3.2,0.95,0,3.67,22.9,0,0,0,0,0,7.14,1.81,0,1.73,3.72,2.92,9.84,0,0,0,0,0
 24-34,0,3.03,0,3.33,4.32,0,4.02,0,4.86,0,1.55,0,0,6.34,0.64,12.28,0,0.64,5.57,0,3.88,0,0,4.91,26.62,0,0,1.16,0,0,21.88,0,1.04,0.7,0.61,0,9.72,0,0,0.65,0,0.72
 36-46,0,0,0,3.66,0,0,52.34,0,0,0,2.85,0.72,0,0.99,13.01,15.5,0,0.72,0,0,4.53,1.16,1.42,0,98.36,0,0,0,0,0,38.3,0,0,2.03,3.15,0,10.13,0,0,4.48,0,0
 48-58,0,0,0,3.65,0.47,0,95.99,1.29,2.44,0.54,4.58,0,4.46,0,0.42,5.39,0,2.3,0,1.08,4.51,3.4,0,0,133.22,0.4,0.85,0,0,0,17.21,0,0,1.31,0,0,4.89,0,0.4,0.98,0,13.03
 60-70,0,0,0,7.67,0,0,177.93,0,2.59,0.78,8.39,2.46,1.34,3.1,0.65,8.27,0,0.57,0.68,0,12.15,1.46,0,0.82,165.17,0,0,8.02,0,0,33.08,0,0,5.7,1.34,0,1.23,0,0,0.58,0,7.99
 72-82,0,0,0,4.79,10.62,0,164.06,0.51,5.89,6.02,5.86,0,1.02,1.61,3.26,8.26,0,5.95,12.26,0,33.2,1.2,1.3,7.1,167.98,0.98,0.75,2.97,0,0,16.78,0,0,0.97,0,0,7.76,2.22,0,12,2.06,8.52
 84-94,0,0.66,0,5.97,8.94,0,138.89,0,5.17,0,3.63,2.61,0,0,1.79,9.64,0.68,0.8,2.99,2.28,14.03,1.56,0,3.1,140.96,0.67,0,12.85,0,0,70.26,0,0,1.07,0.6,0,10.92,11.02,1.26,6.8,0,0
 96-106,0,0,0,23.31,21.42,0,139.57,0,3.68,2.73,16.68,5.06,0,2.2,11.61,18.18,0.6,6.68,1.56,0,23.77,2.72,3.93,0,143.35,2.29,1.58,8.08,0,1.94,80.29,0,0,1.82,0,0,7.73,18.95,0,9.08,0,1.06
108-118,0,0,0,13.57,7.07,0.9,90.98,0,6.87,0.75,8.85,6.1,0,1.44,14.18,13.52,5,7.37,2.59,0,35.74,3.38,0.63,7.77,194.03,0,0.41,12.27,0,5.61,71.25,0,0,0,0,0,6.71,14.88,2.55,8.7,0,10.27
120,0,2.94,0,33.74,4.79,1.71,96.41,0,4.65,0,37.7,19.37,0,4.06,19.1,17.39,0,7.65,1.14,11.42,27.61,1.56,13.04,5.39,284.83,5.39,19.47,20.56,0,0,41.3,0,0,1.22,0,0,3.65,11.02,0,0,0,0
