stage,axial,blastomeres,endoderm,eye,glial,neural,paraxial_mesoderm,somites
  3-4,0,10.18,0,0,0,0,0,0
  5-6,0,64.57,0,0,0,0,0,0
  7-9,6.54,0,3.29,0,0,5.22,0,0
 10-12,0,0,0,9.67,0,0,3.88,0
 14-21,0,0,0,0,0,0,0,0.81
 48-58,0,0,0,0,6.6,0.62,0,0
 60-70,0,0,0,0,0,1.83,0,0
 72-82,0,0,0,2.13,0,0,0,0
