stage,eye,fin.mesenchyme,glial,mesenchyme,muscle,neural,pronephros,vasculature,visceral.smooth.muscle
 24-34,0,0,0,0.67,0.72,0,0,0,0
 36-46,0,0,0,0.61,0,0,0,0,0
 48-58,0,0.44,0,1.6,1.3,0,0,1.87,0
 60-70,0,0,0,3.15,0,0,0.58,0,0
 72-82,0,0,0,0.77,0,0,0,0,0
 84-94,0,0,0,0,1.16,0,0,0,0
 96-106,0,0,0.68,9.08,0,0.96,0,0,0.61
108-118,2.86,0,0,0,0,0,0,0,0
120,0,0,0,2.06,0,0,0,0,0
