stage,blastomeres,endoderm,epidermis,eye,glial,hatching.gland,neural,paraxial.mesoderm,presomitic.mesoderm,spinal.cord,visceral.smooth.muscle
  5-6,6.84,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,7.27,5.15,6.94,0,0,0
 10-12,0,4.23,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,1.68,0,1.03,0.96,0
 48-58,0,0,0,0.49,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,2.27,0,0,0,0
108-118,0,0,0.56,0,2.02,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,2.57
