stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,73.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,71.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,10.23,8.43,0,0,0,19.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.93,0,0,0,50.28,0,0,0,0,13.28,0,0,0,0,0,0,0,0
 10-12,4.89,15.73,42.72,0,0,0,50.98,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,288.74,7.14,0,0,45.86,0,0,5.62,0,3.54,0,0,0,0,0,0,0,0
 14-21,0,0,0.85,15.29,2.05,0,3.67,0,0,0,0,0.81,0,0,0,0.91,0,0,0,0,3.95,0,0,4.89,69.22,2.12,0,0.94,0,0,1.23,0,6.15,0,0.95,7.56,21.22,0,0,2.35,0,0
 24-34,0,0,0,7.28,6.57,0,49.79,0,0.62,0,1.48,0.85,0,0,0,1.99,0,0,0,0,11.7,0.69,0,3.15,121,0,3.33,2.72,0,0,14.92,0,0,0,0,0,39.57,0,0,5.57,0,0
 36-46,0,0,0,26.52,0,0,52.2,0.68,9.82,2.19,5.23,0,0,0,0,0,0,0,0,0,9.45,0,0,2.8,64.85,0,1.21,1.15,0,0,6.03,0,0,0,0,0,16.09,0,0,0.58,0,0
 48-58,0,0,0,7.31,0,0,55.77,0,0.44,0,12.38,0.41,0,0,0,0.46,0,0.39,0.7,0,16.11,0,0.77,3.68,72.88,2.59,1.16,0,0,0,10.68,0,0,1.07,1.01,0,17.41,0,0,0,0,0
 60-70,0,0,0,13.38,0,0,56.24,1.06,1.54,0,6.61,0,0,0,2.61,0,0,0,3.35,0.86,19.48,1.01,0,3.18,51.31,0,0,0.65,0,0,12.98,0,0,1.54,0,0,3.54,0.61,0,0,0,3.62
 72-82,0,0,0,6,4.22,0,25.25,0,4.34,1.03,22.82,3.53,0,0,0,12.84,0,1,1.19,0,28.04,0,0,2.4,34.33,0,4.53,1.39,0,0,4.97,0,0,0,0,0,4.65,0,0,6.02,0.54,3.33
 84-94,0,0,0,8.3,0,0,34.19,0,2.61,2.08,8.68,0.95,0,1.81,1.68,0.75,2.46,2.53,1.5,0.99,28.4,0,1.36,2.06,44.06,0,3.25,2.36,0,0,9.09,0,0,2.25,0,0,2.48,0,1.21,8.56,1.97,6.75
 96-106,0,0,0,19.56,29.85,0.66,32.15,0,0,0,33.83,3.84,0,0,4.72,0.64,6.79,3.4,0,0,51.15,2.63,1.41,4.46,38.35,0,1.48,12.16,0,3.21,1.9,0,0,1.92,0,0,1.96,0.59,0,8.53,2.46,1.41
108-118,0,0,0,12.78,2.88,1.91,49.72,0.42,0.86,0.64,51.32,3.77,0,1.9,2.15,1.11,1.65,2.23,2.58,0.63,47.7,0.93,0,9.79,94.95,0,9.05,5.35,0,0,15.58,0,0,0,0,0,0.7,2.44,2.56,5.8,2.58,10.38
120,0,0,0,28.37,15.67,0,16.01,0,7.26,1.47,71.02,1.74,0,0,9.09,0,0,6.88,0,0,30.02,0,0,4.69,154.48,0,5.84,12.65,0,0,11.49,0,0,0,0,0,0,0,0,0,2.01,0
