stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,570.89,10575.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.03,0,0,0,0,0,0,0,0,0,0,0
  5-6,340.93,5766.09,0,27.75,0,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0,0,0,384.14,14.47,0,0,51.72,0,147.08,0,0,0,0,0,0,0,0,0,0,0
  7-9,227.04,168.6,0,358.77,0,0,0,448.76,0,0,0,0,0,297.86,0,0,0,0,0,0,0,0,0,0,0,5016.14,180.84,0,0,1659.37,0,7.66,58.99,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,68,0,311.47,0,25.61,0,396.65,0,0,0,0,0,122.65,0,0,0,0,0,0,0,0,0,0,0,4933.19,222.96,0,0,1615.01,0,13.18,58.51,0,194.7,0,0,8.02,0,0,0,0,0
 14-21,0,2.37,5.91,98.53,1674.59,277.67,0,408.85,0,16.08,0,117.07,44,10.06,30.08,4.37,38.23,0.87,3.05,0,18.23,617.41,5.22,0,518.8,4078.46,260.77,17.83,86.98,96.43,0,142.49,9.05,354.6,79.4,61.65,601.68,1511.8,0,0,100.64,0,10.2
 24-34,0.88,0,10.02,29.21,297.08,27.09,0,516.24,0.72,20.35,7.51,98.57,9.5,0.7,15.78,11.58,23.33,10.9,24.89,6.08,12.14,551.35,13.9,2.45,250.24,5656.4,26.98,73.23,60.05,0,0,195.67,0,2.33,17.34,4.8,62.98,1387.34,0,0,181,0,22.82
 36-46,0,0,2.53,5.96,196.42,11.19,0,1114.36,6.21,28.66,25.69,316.61,5.23,0,41.81,38.96,7.76,15.35,20.82,21.53,15.9,848.78,8.37,17.83,223.48,7454.61,48.69,70.73,64.79,0,0.77,198.44,1.71,9.19,20.76,3.57,2.08,1723.74,0,2.54,160.79,0,28.61
 48-58,0,0,0.44,0.5,106,5.58,0,1588.07,4.67,30.51,28.95,337.7,3.38,13.85,19.55,10.3,9.13,13.18,10.76,0.97,24.99,575.71,15.26,28.52,104.81,5430.9,12.88,26.79,40.66,0,1.77,122.09,0,0,10.18,2.91,0,1145.96,0,1.42,48.76,1.68,24.35
 60-70,0.81,0,3.69,2.79,136.53,9.06,0,2721.07,8.73,25.17,43.09,440.73,11.16,5.74,24.53,18.25,8.63,9.13,29.93,29.31,6.65,1166.01,10.43,35.72,101.27,5590.3,11.62,30.93,84.94,0,12.16,126.47,0,0,12.21,3.57,0,926.41,3.05,18.35,85.46,4.42,69.63
 72-82,0,0,5.57,0.56,94.32,78.6,3.14,2012.83,3.62,32.85,30.11,289.48,16.44,2.78,14.73,31.39,11.91,5.4,20.36,8.24,2.75,806.02,13.66,34.37,52.16,3398.27,5.74,39.71,41.04,0,19,170.51,0,0,8.63,1.5,0,434.88,8.3,26.11,112.41,20.54,44.08
 84-94,6.16,0,13.6,0.57,174.47,93.96,8.89,1688.01,1.78,33.23,42.97,237.92,33.14,9.68,17.93,40.35,31.22,20.48,30.82,7.31,20.32,796.2,17.44,40.62,39.21,2422.82,6.41,24.43,70.23,0,12.53,278.45,0,0,8.02,3.51,0,304.16,24,33.2,115.89,22.99,4.5
 96-106,0,0,5.73,2.74,207.53,132.75,8.42,1505.43,9.07,35.88,30.55,341.07,44.08,1.32,21.17,72.76,23.8,13.86,41.43,45.03,7.74,735.61,13.19,37.04,53.89,2145.04,14.66,57.79,89.79,0,25.99,316.87,0,0,10.73,1.52,0,128.34,18.89,16.62,108.83,25.15,21.24
108-118,0.45,0,12.5,1.77,313.12,63.24,86.22,1577.68,9.05,46.94,48.94,375.05,68.17,0,12.15,57.44,40.84,23.53,33.5,35.49,13.43,957.48,51.79,34.65,59.08,3137.21,17.33,41.26,80.83,0,24.95,317.89,0,0,17.29,2.4,0,109.41,50.58,21.84,149.55,26.86,49.32
120,0,0,11.35,1.28,219.23,58.72,31.82,1071.47,9.81,51.57,31.47,323.73,55.37,5.2,18.46,92.09,21.09,27.63,45.72,29.22,0,813.7,11.7,35.99,97.69,3312.35,24.31,35.55,91.36,0,58.05,186.45,0,0,21.54,1.32,0,142.29,21.09,5.44,113.58,26.62,25.4
