stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,142.31,2464.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.77,0,0,0,0,0,0,0,0,0,0,0
  5-6,104.52,1838.98,0,10.68,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,0,0,0,0,0,0,53.05,0,0,0,32.88,0,52.99,0,0,0,0,0,0,0,0,0,0,0
  7-9,40.5,50.06,0,94.32,0,0,0,112.79,0,0,0,0,0,61.54,0,0,0,0,0,0,0,0,0,0,0,1684.61,32.11,0,0,364.56,0,24.86,20.78,0,0,0,0,0,0,0,0,0,0
 10-12,0,60.4,0,129.72,0,7.85,0,195.51,0,0,0,0,0,70.05,0,0,0,0,0,0,0,0,0,0,0,2252.98,61.89,0,0,547.7,0,3.81,42.24,4.19,115.2,0,12.1,5.32,0,0,0,0,0
 14-21,0,0,1.13,6.25,87.91,14.58,0,13.36,0,3.12,0,3.7,2.01,7.33,0,0,2.64,0,0,0,0,38.72,0,0,20.04,170.15,5.11,0.93,5.6,8.24,0,11.66,0,34.52,8.8,0,20.18,87.16,0,0,1.77,0,0
 24-34,0,0,2.47,3.01,47.23,4.87,0,44.42,0,3.47,1.52,9.37,2.46,6.5,1.01,1.44,10.08,0.63,2.48,5.07,5.04,49.22,3.4,0,15.89,492.94,12.09,25.25,8.06,0,0,45.91,0,0,6.68,0,5.45,86.68,0,0,13.34,0,4.71
 36-46,0,0,0,0,55.66,0.95,0,86.38,3.6,10.69,3.74,30.34,2.99,0,0,1.31,4.5,1.76,1.82,1.62,16.07,55.47,1.79,2.26,14.07,596.04,1.29,16.24,5.16,0,0,59.42,0,0,8.37,0,0,126.37,0,0,13.65,0,17.57
 48-58,0,0,0.54,0,23.85,3.03,0,186.22,1.63,7.08,3.94,48.77,1.84,0,0.55,0,2.31,2.49,0.43,12.11,4.07,69.04,0.95,4.99,7.97,591.36,0.89,8.51,8.09,0,0,56.73,0,0,3.52,0.61,0,126.69,0,0,8.24,0,5.11
 60-70,0,0,0,0,15.73,4.97,0,439.57,0.63,11.16,4.8,74.26,6.53,4.94,1.64,10.53,2.17,4.37,3.84,1.33,12.02,92.17,4.77,4.07,8.2,710.46,5.57,13.72,7.63,0,1.9,32.72,0,0,0.83,0,0,110.28,0,1,2.45,0.71,11.7
 72-82,0,0,3.93,0,22.1,27.57,0,493.81,0,3.13,11.94,85.41,10.09,0,2.4,12.02,2.32,0,5.55,1.95,4.84,170.53,5.23,4.27,17.79,560.11,0,20.54,15.24,0,2.35,29.77,0,0,5.96,0,0,89.16,7.38,2.97,29,2.35,1.41
 84-94,0,0,9.99,0,40.66,19.98,0,314.23,3.35,5.2,4.04,63.27,11.4,1.76,2.71,11.9,8.53,3.41,5.47,13.17,6.05,153.47,9.82,10.03,9.43,533.31,0,14.51,15.64,0,0.83,102.04,0,0,7.67,0,0,109.74,3.44,4.09,33.98,7.51,2.71
 96-106,0,0,13.41,1.03,33.5,34.42,0.59,486.04,0.64,4.62,0.86,82.28,19.02,0,2.2,12.54,6.02,1.64,5.41,4.62,0,194.46,7.38,1.53,19.03,301.23,1.35,11.47,18.46,0,2.9,74.11,0,0,2.95,0.72,0,30.34,7.14,14.14,30.81,2.01,3.46
108-118,0,0,3.7,0.61,63.5,35.55,4.49,344,2.15,7.31,8.52,123.54,33.02,0,0.69,19.61,5.52,6.7,9.46,16.13,1.91,252.34,6.47,5.14,10.17,616.22,2.5,29.04,22.73,0,6.8,62.73,0,0,5.26,1.12,0,25.79,5.67,1.92,28.02,4.67,4.28
120,0,0,7.45,0,108.87,44.77,2.64,247.42,1.09,10.81,0,134.19,52.99,0,2.63,37.12,11.39,6.13,18.83,9.56,0,188.21,28.31,10.85,40.44,740.11,6.83,44.01,21.46,0,17.57,62.36,0,0,17.24,0,0,68.81,0,5.53,34.65,6.37,0
