stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,10.19,461.55,0,0,0,0,0,0,44.47,0,0
  5-6,29.03,490.18,0,0,0,0,0,0,16.32,0,0
  7-9,7.35,0,7.45,16.95,22.59,136.13,0,58.84,0,0,0
 10-12,0,0,5.03,7.16,6.61,118.11,11.9,56.56,0,15.61,18.76
