stage,blastomeres,epidermis,eye,gut,liver,muscle,neural,periderm,presomitic_mesoderm,taste
  3-4,106.8,0,0,0,0,0,0,12.25,0,0
  5-6,10.98,0,0,0,0,0,8.85,0,0,0
 14-21,0,0,0,0,0,0,0,0,0.9,0
 60-70,0,0,0,0,0,0,0,0,0,0.98
 72-82,0,0.55,0,0,0,0,0,0,0,2.65
 84-94,0,7.58,0,0,0,0,0,0,0,5.22
 96-106,0,1.54,0,0,0,1.15,0,0,0,2.44
108-118,0,2.29,0,0.51,1.1,0,0,0,0,6.79
120,0,1.56,1.06,0,0,0,0,0,0,3.15
