stage,epidermis,glial,neural,olfactory,otic,spinal.cord
 14-21,2.68,0,0,0,0,0
 24-34,0,1.17,0.7,0,0,1.54
 36-46,0,0,1.48,0,0,0
 60-70,0,2.87,2.06,0,0,2.02
 72-82,0,0,0.89,0,0,0
 84-94,0,0,0,2.26,0,0
108-118,0,0,0,2.12,0.57,0
