stage,epidermis,eye,lateral.line,melanocytes,neural,xanthophores
 14-21,0.83,0,0,0,5.11,0
 24-34,0,1.38,0,2.69,1.63,0
 36-46,0,1.38,0.61,5.68,0,0
 48-58,0,0.4,0,0.79,0.67,0.6
 72-82,0,2.13,0,0.64,0,0
 84-94,0,9.07,0,0,0,0
 96-106,0,3.26,0,1.3,0,0
108-118,0,6.6,0,0.48,0,0
120,0,3.9,0,0,1.79,0
