stage,blastomeres,endocrine.pancreas,eye,glial,neural,olfactory,otic,paraxial.mesoderm,spinal.cord
  3-4,41.48,0,0,0,0,0,0,0,0
  5-6,8.65,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,3.92,0,0,0,0
 10-12,0,0,0,0,3.61,0,0,7.48,0
 24-34,0,0,0,0,3.17,0.97,0,0,0
 36-46,0,0,0,0,2.06,0,0,0,0.62
 48-58,0,0,1.84,1.37,7.32,0,0,0,4.59
 60-70,0,0,4.57,0,2.16,0,0,0,0
 72-82,0,0,0.84,0,1.16,0,0,0,0
 84-94,0,0.56,0.87,0,0,0,0,0,0
 96-106,0,0,0,1.52,1.35,0,0,0,0
108-118,0,0,0,0,1.14,0,1.16,0,0
120,0,0,0,0,17.09,0,0,0,0
