stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,315.99,3162.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,129.75,2296.79,0,0,0,0,0,0,0,0,0,0,11.32,0,0,0,0,0,0,0,0,0,0,0,129.57,16.8,0,0,22.82,0,68.11,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.94,36.68,186.07,0,0,0,59.33,0,0,0,0,0,32.99,0,0,0,0,0,0,0,0,0,0,0,667.48,33.43,0,0,177.2,0,0,57.58,0,13.28,0,0,0,0,0,0,0,0
 10-12,0,23.21,167.69,0,4.74,0,15.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.61,54.65,0,0,226.68,0,0,3.78,4.56,52.55,0,17.41,0,0,0,0,0,0
 14-21,0,0,0.9,53.72,3.83,0,7.97,0,0,0,0,46.34,0,0,0,3.32,0,0,0,0,109.72,1.28,0,37.86,101.87,15.38,5.23,4.45,19.02,0,1.35,15,66.79,8.7,65.5,144.4,60.61,0,0,3.12,0,0
 24-34,0,0,2.52,22.59,0.6,0,63.68,5.9,3.68,12.39,9.97,42.04,0,1.22,0,3.23,0,2.8,2.66,0.62,182.3,1.33,0,76.36,523.56,12.44,0,4.32,0,0,12.32,0,0,10.2,132.63,109.22,92.16,0,0,20.33,0,0
 36-46,0,0,0,10.59,1.12,0,59.95,26.69,13.65,16.34,10.98,15.38,0,1.46,0,11.9,1.3,3.1,0.66,0,175.88,0,5.05,40.37,702.58,7.63,0,2.16,5.14,0,4.31,4.69,0,13.95,114.7,11.6,125.27,0,0,5.06,0,0.71
 48-58,2.31,0,0,13.31,1.12,0,241.95,8.3,8.65,21.65,23.39,2.44,0,1.85,0.8,2.13,1.73,0.42,3.03,3.22,168.93,0,5.71,41.85,572.92,11.89,0.93,0.5,0,0.56,0.56,0,0,2.78,76.56,0,145.26,0,0,3.34,2.56,7.57
 60-70,0,0,0,12.1,0,0,529.09,15.9,4.02,37.16,51.34,11.05,0,3.4,0.65,8.8,0.66,1.33,8.5,4.97,175.45,0,5.94,37.29,339.57,1.93,0.58,1.26,0,0,0,0,0,2.97,54.41,0,173.14,0,2.3,0,1.54,4.11
 72-82,0,0,0,7.51,6.16,0.58,544.28,15.41,4.99,67.07,59.48,5.45,0,0,1.81,4.01,0,2.24,30.71,3.86,226.31,0,9.42,49.62,310.06,3.12,2.68,1.46,2.25,6.49,4.77,0.56,0,6.33,26.44,0,117.9,0,0,9.43,13.18,7.9
 84-94,0.62,0,0,20.63,2.53,2.96,418.98,10.41,7.46,37.12,61.09,9.96,0,1.8,2.79,8.81,6.97,5.15,41.57,4.37,186.14,0,20.22,37.27,265.82,5.14,2.82,6.06,0,3.75,10.34,0,0,6.69,46.11,0,90.42,1.57,2.99,4.28,23.71,21.72
 96-106,0,0,0,15.18,13.1,3.98,528.64,20.28,7.78,71.54,95.09,6.41,0,8.64,5.49,6.35,3.53,2.34,51.17,1.3,221.98,6.5,11.21,44.7,251.86,3.06,2.38,5.52,0,4.11,9.77,2.44,0,8.72,56.06,0,54.47,3.14,3.51,12.82,14.79,3.87
108-118,0,0,0,23.2,8.15,3.69,498.25,20.51,17.38,35.02,125.11,11.97,0,3.03,3.15,11.12,13.88,0.87,89.4,11.8,253.76,0,8.07,46.55,413.57,6.37,1.9,8.04,0,14.1,1.51,0,0,8.54,41.62,0,72.99,1.89,6.31,9.87,8.78,25.08
120,0,0,0,16.63,0,1.11,356.32,1.24,6.45,48.83,135.07,8.66,0,0,24.87,4.86,24.48,0,33.38,7.7,203.41,0,0,62.34,317.07,6.97,0,5.82,0,0,1.17,0,0,5.73,8,0,39.37,0,0,2.27,10.75,1.16
