stage,exocrine.pancreas,eye,immune,mesenchyme,neural,periderm
  7-9,0,0,0,0,7.9,0
 36-46,0,0,0,0,0,1.05
 48-58,0,0,0,0,3.67,0
 72-82,0,0,0,0,5.92,0
 84-94,0,0,0,0,5.44,0
 96-106,0,0,0,1.61,1.17,5.12
108-118,0.77,0.98,0.78,0,1.59,0
120,0,0,0,0,9.94,0
