stage,eye,glial,neural,notochord,periderm,spinal.cord
  7-9,0,0,12.26,0,0,0
 14-21,0,0,1.75,0.94,0,0
 36-46,0,0,0.56,0,0,0
 48-58,0.86,0,4.41,0,0,0
 60-70,0,0,2.03,0,0,10.88
 72-82,3.37,0,14.19,0,0,0.58
 84-94,0,0,4.1,0,0,0
 96-106,2.28,1.76,0,0,0,0
108-118,0,0,0,0,0.54,1.12
120,0,0,12.18,0,0,0
