stage,blastomeres,epidermis,eye,neural,paraxial.mesoderm,periderm,spinal.cord,vasculature
  3-4,21.83,0,0,0,0,0,0,0
  5-6,19.8,0,0,0,0,0,0,0
  7-9,0,0,0,14.44,6.1,0,0,0
 24-34,0,0,0,5.26,0,1.18,0,0
 36-46,0,0,0,2.48,0,0,0,0
 48-58,0,0,0.84,4.98,0,0,0,0
 60-70,0,0,8.45,3.95,0,0,5.38,0
 72-82,0,0,0.76,5.39,0,0,0,0
 84-94,0,0,0,5.89,0,0,0,1.03
 96-106,0,0,2.68,1.41,0,0,0,0
108-118,0,1.03,5.88,5.24,0,0,4.67,3.49
