stage,endoderm,epidermis,eye,glial,immune,neural,olfactory,otic,paraxial.mesoderm,spinal.cord
  7-9,0,0,4.08,0,0,4.47,0,0,3.64,0
 10-12,7.2,0,0,0,0,0,0,0,0,0
 24-34,0,0.71,0,0,0,0,1.4,0,0,0
 36-46,0,0,0,0,0,1.25,0,0,0,0.94
 48-58,0,0,2.08,0.9,0,1.82,0,0,0,1.89
 60-70,0,0,0,0,0,9.07,0,0,0,0
 72-82,0,0,0.85,0,0,1.48,0,0,0,0
 84-94,0,0,0,0,0.98,0,0,1.23,0,0
 96-106,0,0,0,0,0,21.06,0,0,0,1.91
108-118,0,0.62,1.56,0,0,12.84,0,0,0,0
