stage,blastomeres,endoderm,eye,glial,hatching.gland,mesenchyme,muscle,neural,spinal.cord
  3-4,43.97,0,0,0,0,0,0,0,0
  7-9,0,3.56,0,0,8.56,0,0,0,0
 10-12,6.72,4.21,0,0,0,0,0,36.36,0
 14-21,0,0,0,0,0,0,0,0.93,0
 24-34,0,0,0,0,0,1.07,0,0,0.66
 36-46,0,0,0,0,0,1.76,0,0,2.59
 48-58,0,0,0,0.44,0,0,0,0,0.38
 60-70,0,0,0,0.76,0,2.69,0,0,0
 72-82,0,0,0.57,0.73,0,0.54,0.71,2.59,0
 84-94,0,0,0,1.77,0,0,0,1.61,0.66
120,0,0,0,0,0,0,1.23,0,0
