stage,epidermis,eye,mesenchyme,muscle,neural,periderm,vasculature
 24-34,0,0,2,0,4.78,0,3.88
 36-46,0,0,0,0,0.83,0,0
 48-58,0,0,3.2,0.64,2.7,0.56,0
 60-70,0,6.77,2.82,0,0.82,0,0
 72-82,1.07,3.94,0.71,0,4.18,0,4.06
 84-94,0,5.63,9.53,0,8.71,1.53,0
 96-106,0,2.1,0,0,2.76,0,0
108-118,0,3.46,8.85,0,3.89,0,0
120,0,0,0,0,5.53,0,0
