stage,epidermis,erythrocytes,eye,fast_muscle,glial,gut,immune,mesenchyme,mucous,muscle,neural,otic,periderm,pronephros,spinal_cord,vascular_smooth_muscle,vasculature,xanthophores
 24-34,0,0,0,0,0,0,0,1.28,0,0,6.92,0,0,0,16.74,0,0,0
 36-46,0,0,1.82,0,0,0,0,0,0,0,23.26,0,0,0,9.63,0,0,0
 48-58,4.38,0,3.35,0,1.23,0,0,0.85,0,0,44.1,0,0,0,8.33,0,0,0
 60-70,0,0,29.59,0.7,5.01,0,0,3.46,0,0.83,60.8,0,0,0,7.59,0,0.66,0
 72-82,0,0,36.18,0,7.3,0,0,7.78,0,0,171.48,0,0,0,2.39,0,0,0
 84-94,0.64,0,17.99,0,1.43,0,0,0,0,0.57,70.91,0,1.31,0,9.87,2.25,0,0
 96-106,3.19,1.48,41.98,0,10.1,0,1.08,8.15,0,0.9,105.25,0.73,1.38,0,0,13.68,0,10.56
108-118,0,0,110.75,0,10.64,0.48,0.56,2.92,0,0.86,353.74,0,0,1.3,4.56,2.72,0,0
120,0,0,40.94,0,8.05,0,4.47,3.12,1.49,0,404.03,0,7.23,0,22.05,0,0,0
