stage,fast.muscle,gut,muscle,neural,spinal.cord
 24-34,0,0,0,0,0.98
 48-58,4.28,0,0,0.95,0
 60-70,0,0,0,1.99,0
 72-82,0,1.68,0,1.24,0
 84-94,0,0,0,6.77,6.5
 96-106,0,0,0,2.39,0
108-118,0,0,0.92,0,0
